PeakID	seqnames.x	start.x	end.x	width.x	strand.x	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	X	seqnames.y	start.y	end.y	width.y	strand.y	Conc	Conc_CFUE	Conc_ERY	Fold	p.value	FDR
chr13_45963818_45964218	chr13	45963818	45964218	401	*	Promoter (<=1kb)	13	45556429	45964957	408529	2	20238	ENSMUST00000167708.3	739	ENSMUSG00000046876	Atxn1	ataxin 1	5535	chr13	45963818	45964218	401	*	5.51498447503534	6.00484580187111	4.76761839735925	0.6380982650421	0.00291799921535637	0.0214174114045018
chr13_46725190_46725590	chr13	46725190	46725590	401	*	Promoter (2-3kb)	13	46679905	46727940	48036	2	218210	ENSMUST00000021803.9	2350	ENSMUSG00000021374	Nup153	nucleoporin 153	871	chr13	46725190	46725590	401	*	9.15691761264497	8.73648401847927	9.48207370314544	-0.661131345745773	1.37491025862488e-07	6.41086718574059e-06
chr13_46735973_46736373	chr13	46735973	46736373	401	*	Distal Intergenic	13	46679905	46727940	48036	2	218210	ENSMUST00000021803.9	-8033	ENSMUSG00000021374	Nup153	nucleoporin 153	5563	chr13	46735973	46736373	401	*	7.26683548333171	6.8917213737553	7.56426824891101	-0.496184738363078	0.00298905267637647	0.0218292725297766
chr13_46793848_46794248	chr13	46793848	46794248	401	*	Promoter (<=1kb)	13	46787835	46794048	6214	2	16553	ENSMUST00000225904.1	0	ENSMUSG00000021375	Kif13a	kinesin family member 13A	7398	chr13	46793848	46794248	401	*	4.48293613682828	3.47805465790194	5.06952213365809	-0.55728121208356	0.00835738018140219	0.0458955507745102
chr13_47043147_47043547	chr13	47043147	47043547	401	*	Promoter (<=1kb)	13	47043499	47085279	41781	1	218214	ENSMUST00000037025.15	0	ENSMUSG00000038080	Kdm1b	lysine (K)-specific demethylase 1B	1558	chr13	47043147	47043547	401	*	8.72481494076415	9.05725188202691	8.29209077932372	0.640432526721454	7.15345361104574e-06	0.000186536174490343
chr13_47112094_47112494	chr13	47112094	47112494	401	*	Distal Intergenic	13	47088595	47106201	17607	2	110052	ENSMUST00000135278.7	-5893	ENSMUSG00000021377	Dek	DEK proto-oncogene	4260	chr13	47112094	47112494	401	*	7.63584347216034	7.93960984266224	7.2505764963073	0.525825348201674	0.00101729913041634	0.00969918431369241
chr13_47112827_47113528	chr13	47112827	47113528	702	*	Distal Intergenic	13	47088595	47106201	17607	2	110052	ENSMUST00000135278.7	-6626	ENSMUSG00000021377	Dek	DEK proto-oncogene	1322	chr13	47112827	47113528	702	*	10.2836744492737	10.554999919126	9.94921972767947	0.541878582970914	2.76883280832567e-06	8.50902953886892e-05
chr13_48878570_48878970	chr13	48878570	48878970	401	*	Distal Intergenic	13	48801750	48871119	69370	2	18676	ENSMUST00000035540.8	-7451	ENSMUSG00000038025	Phf2	PHD finger protein 2	4996	chr13	48878570	48878970	401	*	9.99242043801926	9.76509795105503	10.1887520405171	-0.372154995527559	0.00192016508592623	0.0156146010700411
chr13_49344535_49344935	chr13	49344535	49344935	401	*	Promoter (2-3kb)	13	49341596	49387026	45431	1	76895	ENSMUST00000110085.10	2939	ENSMUSG00000037933	Bicd2	BICD cargo adaptor 2	1254	chr13	49344535	49344935	401	*	8.15103821214812	7.660140800503	8.51663856551641	-0.720554908774682	2.01639706788951e-06	6.53253544221123e-05
chr13_49421372_49421772	chr13	49421372	49421772	401	*	Promoter (<=1kb)	13	49421614	49462901	41288	1	75678	ENSMUST00000021817.9	0	ENSMUSG00000021385	Ippk	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	7210	chr13	49421372	49421772	401	*	6.88623795459941	7.19771105692354	6.48845881688246	0.47115928156792	0.00768591471065903	0.0433086902843196
chr13_51202518_51202918	chr13	51202518	51202918	401	*	Promoter (<=1kb)	13	51202727	51203065	339	2	667728	ENSMUST00000091708.5	147	NA	H2af-ps2	H2A histone family, pseudogene 2	6201	chr13	51202518	51202918	401	*	6.43246947079547	6.82604705253663	5.88949227057945	0.554588646641395	0.00443547693642214	0.0290598486528016
chr13_51737872_51738272	chr13	51737872	51738272	401	*	Intron (ENSMUST00000110040.8/20354, intron 2 of 16)	13	51701250	51734763	33514	2	20354	ENSMUST00000110039.1	-3109	ENSMUSG00000021451	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	2344	chr13	51737872	51738272	401	*	7.5013462589877	7.88321020958885	6.98052659316523	0.694851109480758	6.81254240781602e-05	0.00118062880680645
chr13_51777018_51777418	chr13	51777018	51777418	401	*	Promoter (<=1kb)	13	51725390	51777111	51722	2	20354	ENSMUST00000139858.7	0	ENSMUSG00000021451	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	581	chr13	51777018	51777418	401	*	7.59525464196264	8.08381697600283	6.85094625454674	1.05631557096111	5.58766109222929e-09	3.90722731831324e-07
chr13_51979063_51979874	chr13	51979063	51979874	812	*	Distal Intergenic	13	52096741	52124158	27418	1	74050	ENSMUST00000220691.1	-116867	ENSMUSG00000113211	4921525O09Rik	RIKEN cDNA 4921525O09 gene	3088	chr13	51979063	51979874	812	*	11.0670841709927	11.2549084178571	10.8510945678269	0.368775851525133	0.000236229073016958	0.00310792699140543
chr13_52711973_52712373	chr13	52711973	52712373	401	*	Distal Intergenic	13	52729615	52735608	5994	2	105404	ENSMUST00000222580.1	23235	NA	BB123696	expressed sequence BB123696	3841	chr13	52711973	52712373	401	*	6.30388356457684	5.66490920318078	6.74518715650173	-0.699641212536948	0.000636046156761164	0.00672758323632799
chr13_52828292_52828692	chr13	52828292	52828692	401	*	Distal Intergenic	13	52729922	52757205	27284	2	105404	ENSMUST00000223209.1	-71087	NA	BB123696	expressed sequence BB123696	1470	chr13	52828292	52828692	401	*	8.46155848648989	8.02466239793313	8.79644451246209	-0.651446630318833	5.23157938136209e-06	0.000144587330290202
chr13_52828881_52829281	chr13	52828881	52829281	401	*	Distal Intergenic	13	52729922	52757205	27284	2	105404	ENSMUST00000223209.1	-71676	NA	BB123696	expressed sequence BB123696	157	chr13	52828881	52829281	401	*	9.09179035614931	8.377838045791	9.56724084934381	-1.11046509301319	1.09360866605556e-15	2.8299388073783e-13
chr13_52833246_52833646	chr13	52833246	52833646	401	*	Distal Intergenic	13	52729922	52757205	27284	2	105404	ENSMUST00000223209.1	-76041	NA	BB123696	expressed sequence BB123696	6516	chr13	52833246	52833646	401	*	7.48336235912423	7.14482119355523	7.75736680807893	-0.4593664696711	0.00530628369470765	0.0330844671063364
chr13_52928826_52930097	chr13	52928826	52930097	1272	*	Promoter (<=1kb)	13	52835119	52929661	94543	2	11992	ENSMUST00000021913.15	0	ENSMUSG00000021460	Auh	AU RNA binding protein/enoyl-coenzyme A hydratase	5760	chr13	52928826	52930097	1272	*	9.70885210069999	9.49008438908376	9.89877265738953	-0.357147071248081	0.00338637520769973	0.0238851155491696
chr13_53426493_53426893	chr13	53426493	53426893	401	*	Intron (ENSMUST00000201658.3/100040421, intron 4 of 7)	13	53395328	53398186	2859	1	100040421	ENSMUST00000202366.1	31165	ENSMUSG00000107008	Gm2762	predicted gene 2762	1594	chr13	53426493	53426893	401	*	5.25537793743218	3.84102100732773	5.95566055554532	-1.50024740276563	8.26269885289793e-06	0.000210595148241333
chr13_53441660_53442060	chr13	53441660	53442060	401	*	Intron (ENSMUST00000201658.3/100040421, intron 6 of 7)	13	53466884	53473074	6191	2	17702	ENSMUST00000021922.9	31014	ENSMUSG00000021469	Msx2	msh homeobox 2	3844	chr13	53441660	53442060	401	*	5.27238709305995	4.32471568340434	5.83947627297025	-0.828572879508466	0.000637989750655323	0.00674287450569037
chr13_54446959_54447576	chr13	54446959	54447576	618	*	Distal Intergenic	13	54463682	54468788	5107	2	73666	ENSMUST00000151158.1	21212	ENSMUSG00000025872	Thoc3	THO complex 3	6646	chr13	54446959	54447576	618	*	6.43508937807452	5.97731378823985	6.78206552515237	-0.512807165660449	0.00575417719345925	0.0351752869152376
chr13_54565171_54565821	chr13	54565171	54565821	651	*	Promoter (<=1kb)	13	54551218	54565435	14218	2	97820	ENSMUST00000026989.14	0	ENSMUSG00000025871	4833439L19Rik	RIKEN cDNA 4833439L19 gene	3501	chr13	54565171	54565821	651	*	9.87897799466953	9.6388769633086	10.0847633261858	-0.396223037155516	0.000416636764544254	0.00483481914685501
chr13_54589744_54590960	chr13	54589744	54590960	1217	*	Promoter (<=1kb)	13	54584185	54590090	5906	2	28126	ENSMUST00000026987.11	0	ENSMUSG00000025869	Nop16	NOP16 nucleolar protein	5361	chr13	54589744	54590960	1217	*	11.0619626739725	10.8731148146808	11.2289273578937	-0.320127068333607	0.00255141874767729	0.0193352899574492
chr13_54687777_54688445	chr13	54687777	54688445	669	*	Promoter (<=1kb)	13	54679399	54687808	8410	2	105239	ENSMUST00000177950.7	0	ENSMUSG00000034928	Rnf44	ring finger protein 44	2183	chr13	54687777	54688445	669	*	10.4747489436411	10.217925827465	10.6926882997635	-0.431040498164139	4.67718157039432e-05	0.000870292944821346
chr13_54788956_54789612	chr13	54788956	54789612	657	*	Promoter (<=1kb)	13	54789377	54796776	7400	1	74257	ENSMUST00000026993.13	0	ENSMUSG00000025875	Tspan17	tetraspanin 17	3144	chr13	54788956	54789612	657	*	6.71386220410077	7.11985709742537	6.14681663790527	0.68984283748141	0.00025631668668176	0.00331128845143414
chr13_55321277_55321677	chr13	55321277	55321677	401	*	Promoter (<=1kb)	13	55320782	55321779	998	2	19336	ENSMUST00000223672.1	102	ENSMUSG00000034789	Rab24	RAB24, member RAS oncogene family	6963	chr13	55321277	55321677	401	*	6.83803779870798	6.45576219021126	7.13994559425045	-0.473002378654772	0.00673597430814863	0.0392990573473849
chr13_55328292_55328692	chr13	55328292	55328692	401	*	Promoter (<=1kb)	13	55325712	55329352	3641	2	17121	ENSMUST00000141644.1	660	ENSMUSG00000021485	Mxd3	Max dimerization protein 3	3810	chr13	55328292	55328692	401	*	7.18820136748555	6.74427168052599	7.52719105901931	-0.582347244395676	0.000615737423775647	0.00656568328845846
chr13_55329136_55329883	chr13	55329136	55329883	748	*	Promoter (<=1kb)	13	55325168	55329758	4591	2	17121	ENSMUST00000021941.7	0	ENSMUSG00000021485	Mxd3	Max dimerization protein 3	5726	chr13	55329136	55329883	748	*	9.06097854364049	9.26844526746514	8.81858404535632	0.379831872710602	0.00331722992990208	0.0235363430600999
chr13_55329987_55330731	chr13	55329987	55330731	745	*	Promoter (<=1kb)	13	55325487	55329823	4337	2	17121	ENSMUST00000225561.1	-164	ENSMUSG00000021485	Mxd3	Max dimerization protein 3	1499	chr13	55329987	55330731	745	*	10.2622913300822	10.5363293769997	9.92369879323899	0.53914336709828	5.840133377161e-06	0.000158283588201414
chr13_55366778_55367178	chr13	55366778	55367178	401	*	Promoter (2-3kb)	13	55369732	55384687	14956	1	51791	ENSMUST00000063771.13	-2554	ENSMUSG00000052087	Rgs14	regulator of G-protein signaling 14	1857	chr13	55366778	55367178	401	*	7.48627117376749	7.88895352571014	6.92570600176715	0.7541141137763	2.12818654116221e-05	0.000465599540160458
chr13_55727178_55727578	chr13	55727178	55727578	401	*	Promoter (<=1kb)	13	55727368	55776828	49461	1	72562	ENSMUST00000021958.5	0	ENSMUSG00000021496	Pcbd2	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	4330	chr13	55727178	55727578	401	*	8.15646528758729	8.4597291412183	7.77200810251214	0.520623262616022	0.00110277920873697	0.0103470233056251
chr13_58148270_58148842	chr13	58148270	58148842	573	*	Promoter (1-2kb)	13	58146949	58148975	2027	1	67339	ENSMUST00000224280.1	1321	ENSMUSG00000097717	1700066J03Rik	RIKEN cDNA 1700066J03 gene	5474	chr13	58148270	58148842	573	*	8.28257043719259	8.52314701058603	7.99368690770682	0.429007809466097	0.00278545703421565	0.0206731390078698
chr13_58522832_58524065	chr13	58522832	58524065	1234	*	Distal Intergenic	13	58545399	58558267	12869	2	114304	ENSMUST00000140760.1	34202	ENSMUSG00000021553	Slc28a3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	6481	chr13	58522832	58524065	1234	*	8.31624531188386	8.54746441752986	8.04076211325914	0.40550216217982	0.00520383639039875	0.0326209321142926
chr13_59592654_59593054	chr13	59592654	59593054	401	*	Promoter (2-3kb)	13	59595359	59600263	4905	1	78689	ENSMUST00000163521.1	-2305	ENSMUSG00000021555	Naa35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit	4693	chr13	59592654	59593054	401	*	7.22739230721144	7.55064771647731	6.81013989999821	0.543105842765892	0.00150270692637087	0.0130082140742635
chr13_59739400_59739991	chr13	59739400	59739991	592	*	Intron (ENSMUST00000224724.1/ENSMUST00000224724.1, intron 1 of 2)	13	59733650	59737470	3821	1	75223	ENSMUST00000181700.1	5750	ENSMUSG00000097502	4930528D03Rik	RIKEN cDNA 4930528D03 gene	6887	chr13	59739400	59739991	592	*	10.1076203251179	9.93863692951456	10.2588696911588	-0.288971624196863	0.00649120148016946	0.0382921507964055
chr13_59768524_59768924	chr13	59768524	59768924	401	*	Promoter (<=1kb)	13	59756762	59769477	12716	2	69046	ENSMUST00000225877.1	553	ENSMUSG00000044792	Isca1	iron-sulfur cluster assembly 1	2147	chr13	59768524	59768924	401	*	7.74091836597818	7.26787306822806	8.0965636235917	-0.664667713528858	4.37712496438465e-05	0.000828046584505209
chr13_59770915_59771647	chr13	59770915	59771647	733	*	Promoter (<=1kb)	13	59769966	59775407	5442	1	13996	ENSMUST00000162450.2	949	NA	Etohd2	ethanol decreased 2	5625	chr13	59770915	59771647	733	*	9.64429063363031	9.41218121628584	9.84418074864175	-0.373416973204293	0.00310665043395012	0.0224380243875718
chr13_59840442_59841176	chr13	59840442	59841176	735	*	Distal Intergenic	13	59771561	59823147	51587	2	214290	ENSMUST00000071703.5	-17295	ENSMUSG00000035248	Tut7	terminal uridylyl transferase 7	2669	chr13	59840442	59841176	735	*	9.57597738250795	9.30006273400555	9.80750007791761	-0.449419724566135	0.000121152317278354	0.00184415706034758
chr13_59895777_59896177	chr13	59895777	59896177	401	*	Distal Intergenic	13	59771561	59823147	51587	2	214290	ENSMUST00000071703.5	-72630	ENSMUSG00000035248	Tut7	terminal uridylyl transferase 7	3283	chr13	59895777	59896177	401	*	7.29336671960652	7.6769200993462	6.76938328131164	0.654156797181065	0.000318479568557977	0.00394117253481722
chr13_61804080_61804554	chr13	61804080	61804554	475	*	Exon (ENSMUST00000221961.1/ENSMUST00000221961.1, exon 1 of 2)	13	61564630	61570127	5498	2	117066	ENSMUST00000223815.1	-233953	ENSMUSG00000074870	Cts3	cathepsin 3	3009	chr13	61804080	61804554	475	*	7.57975005396066	7.92239708059854	7.12950574045491	0.618370489509006	0.000213015823235662	0.00287523739345157
chr13_62015730_62016210	chr13	62015730	62016210	481	*	Exon (ENSMUST00000220871.1/ENSMUST00000220871.1, exon 1 of 4)	13	62129886	62172258	42373	1	630579	ENSMUST00000221772.1	-113676	ENSMUSG00000074867	Zfp808	zinc finger protein 808	652	chr13	62015730	62016210	481	*	7.90062864786186	8.35098960748372	7.24231369073839	0.953377397282502	1.48924612393029e-08	9.279693600754e-07
chr13_62558475_62558971	chr13	62558475	62558971	497	*	Promoter (<=1kb)	13	62453715	62558511	104797	2	71508	ENSMUST00000076195.6	0	ENSMUSG00000113450	Zfp935	zinc finger protein 935	2731	chr13	62558475	62558971	497	*	7.73156087053265	8.05956282022092	7.30634310671005	0.600492275612027	0.000135602907229338	0.00201726082460868
chr13_62623831_62624578	chr13	62623831	62624578	748	*	Promoter (<=1kb)	13	62603013	62624182	21170	2	211378	ENSMUST00000201563.3	0	ENSMUSG00000072066	Zfp1008	zinc finger protein 1008	6082	chr13	62623831	62624578	748	*	7.86921903425999	8.11433813778133	7.57375354241102	0.429588352504327	0.00411224972992558	0.0274693143337202
chr13_63239892_63240639	chr13	63239892	63240639	748	*	Promoter (<=1kb)	13	63240029	63302282	62254	1	72061	ENSMUST00000222929.1	0	ENSMUSG00000021458	Aopep	aminopeptidase O	6235	chr13	63239892	63240639	748	*	7.96500099545398	8.22225302432439	7.65170324190076	0.435232977172331	0.00456707228260637	0.0297588525461827
chr13_63410771_63411171	chr13	63410771	63411171	401	*	Promoter (1-2kb)	13	63402934	63409768	6835	2	14088	ENSMUST00000160617.1	-1003	ENSMUSG00000021461	Fancc	Fanconi anemia, complementation group C	6587	chr13	63410771	63411171	401	*	8.00482152371325	8.25689095584027	7.69918619752352	0.424077825896456	0.00556298525733578	0.0343111282905391
chr13_63708543_63708943	chr13	63708543	63708943	401	*	Intron (ENSMUST00000222372.1/75522, intron 4 of 4)	13	63675761	63734298	58538	2	75522	ENSMUST00000222372.1	25355	ENSMUSG00000113825	1700024I08Rik	RIKEN cDNA 1700024I08 gene	3799	chr13	63708543	63708943	401	*	5.05565233863241	5.6939613014791	3.88264646462195	0.886526391210873	0.000604099163212834	0.00646011524321549
chr13_64153149_64153549	chr13	64153149	64153549	401	*	Promoter (<=1kb)	13	64133018	64153202	20185	2	238673	ENSMUST00000059817.11	0	ENSMUSG00000044934	Zfp367	zinc finger protein 367	516	chr13	64153149	64153549	401	*	10.8096649861519	11.1090239008218	10.4314754919511	0.623991982915635	1.4270750408661e-09	1.12360034273773e-07
chr13_64307047_64307447	chr13	64307047	64307447	401	*	Intron (ENSMUST00000221118.1/66129, intron 4 of 4)	13	64275628	64312543	36916	2	66129	ENSMUST00000222286.1	5096	ENSMUSG00000021482	Prxl2c	peroxiredoxin like 2C	5519	chr13	64307047	64307447	401	*	5.19673176687188	4.35500096593262	5.72482917753202	-0.661590456028676	0.00288857405889611	0.0212636525259598
chr13_64315321_64316009	chr13	64315321	64316009	689	*	Promoter (2-3kb)	13	64289818	64312710	22893	2	66129	ENSMUST00000220895.1	-2611	ENSMUSG00000021482	Prxl2c	peroxiredoxin like 2C	1850	chr13	64315321	64316009	689	*	6.91810370025088	6.28482937090755	7.35670366797382	-0.814311392597546	2.08166497430665e-05	0.000457144880600844
chr13_64364271_64364671	chr13	64364271	64364671	401	*	Promoter (2-3kb)	13	64365092	64367055	1964	2	13039	ENSMUST00000222971.1	2384	ENSMUSG00000021477	Ctsl	cathepsin L	5246	chr13	64364271	64364671	401	*	6.02406225975064	5.43311984684036	6.44208044580115	-0.61142536192766	0.00237715757442331	0.0184096036553747
chr13_65111997_65113523	chr13	65111997	65113523	1527	*	Promoter (<=1kb)	13	65064663	65112975	48313	2	66631	ENSMUST00000155487.7	0	ENSMUSG00000038212	Mfsd14b	major facilitator superfamily domain containing 14B	7042	chr13	65111997	65113523	1527	*	9.83664826592627	9.99359466544749	9.66052021728239	0.295876896695081	0.00704018831491642	0.0406165479508818
chr13_6547208_6548575	chr13	6547208	6548575	1368	*	Promoter (<=1kb)	13	6548149	6580042	31894	1	69617	ENSMUST00000021611.9	0	ENSMUSG00000021193	Pitrm1	pitrilysin metallepetidase 1	5520	chr13	6547208	6548575	1368	*	11.6068410431696	11.7455319511914	11.4533853738889	0.270867206760598	0.00289005843318868	0.0212707253560066
chr13_66904602_66905685	chr13	66904602	66905685	1084	*	Promoter (<=1kb)	13	66904914	66909236	4323	1	100038538	ENSMUST00000168767.8	0	ENSMUSG00000074826	Ramacl	RNA guanine-7 methyltransferase activating subunit like	4525	chr13	66904602	66905685	1084	*	9.74000069658973	9.93443129989599	9.51522413205711	0.368770969035029	0.00128269490989183	0.0115164742771658
chr13_67060589_67061353	chr13	67060589	67061353	765	*	Promoter (<=1kb)	13	67038596	67061170	22575	2	78251	ENSMUST00000167565.2	0	ENSMUSG00000090641	Zfp712	zinc finger protein 712	6369	chr13	67060589	67061353	765	*	9.72841545186063	9.90959363098648	9.5211718156448	0.336104986768955	0.00489680425678867	0.0312360600628911
chr13_67128285_67128685	chr13	67128285	67128685	401	*	Promoter (<=1kb)	13	67128228	67141787	13560	1	268670	ENSMUST00000052716.7	57	ENSMUSG00000057396	Zfp759	zinc finger protein 759	6071	chr13	67128285	67128685	401	*	5.4775541539814	4.78016947357065	5.94567956339157	-0.607463702882552	0.00408386568525216	0.0273291403713951
chr13_67451288_67452060	chr13	67451288	67452060	773	*	Promoter (<=1kb)	13	67424549	67451585	27037	2	238692	ENSMUST00000057241.14	0	ENSMUSG00000069206	Zfp874a	zinc finger protein 874a	126	chr13	67451288	67452060	773	*	9.22052242214719	8.49392851442895	9.70148131334313	-1.13472844985374	1.80585020266475e-17	5.82272033203656e-15
chr13_67481511_67481911	chr13	67481511	67481911	401	*	Promoter (2-3kb)	13	67474173	67484212	10040	2	408067	ENSMUST00000225027.1	2301	ENSMUSG00000059839	Zfp874b	zinc finger protein 874b	4899	chr13	67481511	67481911	401	*	4.98060124054004	3.96679365893508	5.57013705755785	-0.74318507694783	0.00177035556623556	0.0146814116328745
chr13_67484044_67484819	chr13	67484044	67484819	776	*	Promoter (<=1kb)	13	67471513	67484225	12713	2	408067	ENSMUST00000019572.8	0	ENSMUSG00000059839	Zfp874b	zinc finger protein 874b	551	chr13	67484044	67484819	776	*	9.50983224385006	9.06717815726727	9.84808005123366	-0.705791011251371	2.86514149026564e-09	2.11097688558675e-07
chr13_68581764_68582384	chr13	68581764	68582384	621	*	Promoter (<=1kb)	13	68560780	68582121	21342	2	210009	ENSMUST00000045827.4	0	ENSMUSG00000034617	Mtrr	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	6929	chr13	68581764	68582384	621	*	7.33334498665638	6.97625065599237	7.61935618426812	-0.464590948175169	0.00663205640077319	0.0388859222678903
chr13_73425806_73426360	chr13	73425806	73426360	555	*	Distal Intergenic	13	73467197	73516422	49226	1	210992	ENSMUST00000022099.14	-40837	ENSMUSG00000021608	Lpcat1	lysophosphatidylcholine acyltransferase 1	2287	chr13	73425806	73426360	555	*	7.77370713662107	7.33154982573797	8.11166574036585	-0.626343957496292	5.9740982642307e-05	0.00106125793695191
chr13_73468673_73469073	chr13	73468673	73469073	401	*	Promoter (1-2kb)	13	73467423	73501458	34036	1	210992	ENSMUST00000133791.1	1250	ENSMUSG00000021608	Lpcat1	lysophosphatidylcholine acyltransferase 1	3182	chr13	73468673	73469073	401	*	7.28380974230772	6.81172182222728	7.63891567826392	-0.625322768048401	0.000270055704768183	0.00344800537951507
chr13_73603579_73604712	chr13	73603579	73604712	1134	*	Promoter (<=1kb)	13	73604006	73620605	16600	1	218335	ENSMUST00000022102.8	0	ENSMUSG00000021610	Clptm1l	CLPTM1-like	7169	chr13	73603579	73604712	1134	*	9.42737203779236	9.63633070193949	9.18293718881727	0.368046748628538	0.00753921811510333	0.0427250403629938
chr13_73831504_73831904	chr13	73831504	73831904	401	*	Intron (ENSMUST00000022051.13/72293, intron 3 of 9)	13	73846912	73847611	700	2	72293	ENSMUST00000221679.1	15707	ENSMUSG00000021567	Nkd2	naked cuticle 2	4430	chr13	73831504	73831904	401	*	5.86774380857584	5.17516855050908	6.33371996783977	-0.684985000935842	0.00119364317458093	0.0109444811120196
chr13_73970518_73970918	chr13	73970518	73970918	401	*	Intron (ENSMUST00000222487.1/71164, intron 2 of 9)	13	73963862	73992840	28979	1	71164	ENSMUST00000222951.1	6656	ENSMUSG00000069189	Zdhhc11	zinc finger, DHHC domain containing 11	3404	chr13	73970518	73970918	401	*	5.19494631849916	4.1282994047364	5.80145739760831	-0.92649164142665	0.000374113944215075	0.0044643528683492
chr13_74009153_74009754	chr13	74009153	74009754	602	*	Promoter (<=1kb)	13	74009407	74031371	21965	1	72948	ENSMUST00000140217.7	0	ENSMUSG00000021573	Tppp	tubulin polymerization promoting protein	4900	chr13	74009153	74009754	602	*	8.83256122471117	9.05931183644817	8.5634031492602	0.413052386757984	0.00177098839755905	0.014683662372986
chr13_74735633_74736388	chr13	74735633	74736388	756	*	Promoter (<=1kb)	13	74732147	74737046	4900	2	12380	ENSMUST00000222373.1	658	ENSMUSG00000021585	Cast	calpastatin	980	chr13	74735633	74736388	756	*	9.65935586825298	9.96897276739328	9.26460640707575	0.623597796359764	3.37402053723775e-07	1.398738085371e-05
chr13_74807587_74808827	chr13	74807587	74808827	1241	*	Promoter (<=1kb)	13	74692368	74808810	116443	2	12380	ENSMUST00000223206.1	0	ENSMUSG00000021585	Cast	calpastatin	1916	chr13	74807587	74808827	1241	*	10.0254182704406	10.2857049937753	9.70760191209748	0.507017986407079	2.4579686111313e-05	0.000521189409000164
chr13_75708218_75708618	chr13	75708218	75708618	401	*	Promoter (<=1kb)	13	75707711	75762192	54482	1	192657	ENSMUST00000222853.1	507	ENSMUSG00000001542	Ell2	elongation factor for RNA polymerase II 2	5728	chr13	75708218	75708618	401	*	8.00330501364556	7.64247567580474	8.29170279164447	-0.487836644539496	0.00332057561102221	0.0235505414689385
chr13_75733733_75734133	chr13	75733733	75734133	401	*	Intron (ENSMUST00000001583.7/192657, intron 2 of 11)	13	75746351	75762204	15854	1	192657	ENSMUST00000222892.1	-12218	ENSMUSG00000001542	Ell2	elongation factor for RNA polymerase II 2	3246	chr13	75733733	75734133	401	*	8.07138321361993	8.37017646653459	7.69409798908042	0.543027916293052	0.000302095262848795	0.0037810302660992
chr13_75738610_75739383	chr13	75738610	75739383	774	*	Intron (ENSMUST00000001583.7/192657, intron 2 of 11)	13	75746351	75762204	15854	1	192657	ENSMUST00000222892.1	-6968	ENSMUSG00000001542	Ell2	elongation factor for RNA polymerase II 2	2059	chr13	75738610	75739383	774	*	8.32605017224382	7.92869214633603	8.63726564637743	-0.591056053348963	3.56828591621766e-05	0.00070407358872353
chr13_75740191_75740591	chr13	75740191	75740591	401	*	Intron (ENSMUST00000001583.7/192657, intron 2 of 11)	13	75746351	75762204	15854	1	192657	ENSMUST00000222892.1	-5760	ENSMUSG00000001542	Ell2	elongation factor for RNA polymerase II 2	3358	chr13	75740191	75740591	401	*	5.87929891014998	5.10562260435915	6.38017737241999	-0.792702150840128	0.000347310556563551	0.00420196128097302
chr13_75760879_75761279	chr13	75760879	75761279	401	*	Promoter (<=1kb)	13	75761983	75770695	8713	1	192657	ENSMUST00000221979.1	-704	ENSMUSG00000001542	Ell2	elongation factor for RNA polymerase II 2	3270	chr13	75760879	75761279	401	*	5.1451603904576	3.98358923950575	5.78019458486745	-0.96211990271474	0.000312881127262319	0.00388694418588172
chr13_75844023_75844684	chr13	75844023	75844684	662	*	Exon (ENSMUST00000222530.1/ENSMUST00000222530.1, exon 1 of 1)	13	75839910	75849451	9542	1	93692	ENSMUST00000220523.1	4113	ENSMUSG00000021591	Glrx	glutaredoxin	1400	chr13	75844023	75844684	662	*	7.99809887945185	7.51180226133747	8.36115194953513	-0.704864845367777	3.84950626120573e-06	0.000111679730614012
chr13_76055491_76055891	chr13	76055491	76055891	401	*	Promoter (1-2kb)	13	76054851	76056996	2146	2	238725	ENSMUST00000056130.7	1105	ENSMUSG00000045509	Gpr150	G protein-coupled receptor 150	4767	chr13	76055491	76055891	401	*	7.01648069049003	7.35981108434413	6.56505164698576	0.556579299919502	0.00161218117899841	0.0137384467652917
chr13_76693882_76694282	chr13	76693882	76694282	401	*	Intron (ENSMUST00000125209.7/78771, intron 3 of 20)	13	76723687	76828840	105154	1	78771	ENSMUST00000137052.7	-29405	ENSMUSG00000021596	Mctp1	multiple C2 domains, transmembrane 1	3728	chr13	76693882	76694282	401	*	4.33503532085807	5.086422138724	2.67572171426415	0.969619113988762	0.000557326202785197	0.00607362973190831
