seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr4	152110768	152111006	239	*	Intron (ENSMUST00000105662.7/269608, intron 17 of 21)	4	152107729	152108209	481	1	269608	ENSMUST00000142412.1	3039	ENSMUSG00000039713	Plekhg5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5
chr11	11903475	11903565	91	*	Distal Intergenic	11	11814101	11898144	84044	2	13195	ENSMUST00000178704.7	-5331	ENSMUSG00000020182	Ddc	dopa decarboxylase
chr15	84263642	84264035	394	*	Intron (ENSMUST00000023072.6/170736, intron 1 of 12)	15	84257140	84290434	33295	1	170736	ENSMUST00000146020.1	6502	ENSMUSG00000022438	Parvb	parvin, beta
chr7	68593858	68593971	114	*	Distal Intergenic	7	68618838	68619557	720	1	384639	ENSMUST00000187472.1	-24867	NA	Gm5334	tetraspanin 7 pseudogene
chr2	52437974	52438224	251	*	Intron (ENSMUST00000178799.7/12298, intron 12 of 13)	2	52397951	52424901	26951	2	75423	ENSMUST00000036541.7	-13073	ENSMUSG00000036093	Arl5a	ADP-ribosylation factor-like 5A
chr11	96967702	96967828	127	*	Promoter (<=1kb)	11	96953473	96968665	15193	2	78912	ENSMUST00000107623.7	837	ENSMUSG00000018678	Sp2	Sp2 transcription factor
chr9	14010350	14010478	129	*	Distal Intergenic	9	13836877	13854987	18111	1	72826	ENSMUST00000213416.1	173473	ENSMUSG00000037808	Fam76b	family with sequence similarity 76, member B
chr2	28526156	28526444	289	*	Promoter (1-2kb)	2	28527850	28552267	24418	1	19730	ENSMUST00000238699.1	-1406	ENSMUSG00000026821	Ralgds	ral guanine nucleotide dissociation stimulator
chr11	31732444	31733198	755	*	Distal Intergenic	11	31665181	31671885	6705	2	69556	ENSMUST00000058060.13	-60559	ENSMUSG00000044502	Bod1	biorientation of chromosomes in cell division 1
chr9	69195069	69195284	216	*	Promoter (<=1kb)	9	69195541	69250834	55294	1	19883	ENSMUST00000132355.1	-257	ENSMUSG00000032238	Rora	RAR-related orphan receptor alpha
chr6	86950272	86950430	159	*	Intron (ENSMUST00000089519.12/269774, intron 8 of 20)	6	86959113	86995895	36783	1	269774	ENSMUST00000204613.1	-8683	ENSMUSG00000057230	Aak1	AP2 associated kinase 1
chr18	35919309	35919398	90	*	Distal Intergenic	18	35964830	36014712	49883	1	74002	ENSMUST00000115716.8	-45432	ENSMUSG00000024347	Psd2	pleckstrin and Sec7 domain containing 2
chr11	120065366	120065630	265	*	Promoter (<=1kb)	11	120064434	120064968	535	2	12009	ENSMUST00000145641.1	-398	ENSMUSG00000039781	Cep131	centrosomal protein 131
chr11	19616976	19617060	85	*	Distal Intergenic	11	19924375	20024026	99652	1	114716	ENSMUST00000093299.12	-307315	ENSMUSG00000045671	Spred2	sprouty-related EVH1 domain containing 2
chr15	89321336	89321607	272	*	Promoter (1-2kb)	15	89322720	89324731	2012	1	223780	ENSMUST00000066991.6	-1113	ENSMUSG00000054136	Adm2	adrenomedullin 2
chr1	144076059	144076347	289	*	Distal Intergenic	1	143999338	144004161	4824	2	19735	ENSMUST00000127206.7	-71898	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2
chr13	34088241	34088561	321	*	Exon (ENSMUST00000221908.1/ENSMUST00000221908.1, exon 2 of 4)	13	34074274	34078007	3734	2	22151	ENSMUST00000056427.9	-10234	ENSMUSG00000058672	Tubb2a	tubulin, beta 2A class IIA
chr11	117829306	117829528	223	*	Promoter (2-3kb)	11	117832104	117835417	3314	1	71562	ENSMUST00000139945.7	-2576	ENSMUSG00000017718	Afmid	arylformamidase
chr2	21223119	21223259	141	*	Distal Intergenic	2	21205787	21214308	8522	1	208967	ENSMUST00000102951.1	17332	ENSMUSG00000048550	Thnsl1	threonine synthase-like 1 (bacterial)
chr16	93648783	93649066	284	*	Distal Intergenic	16	93683215	93690990	7776	1	109857	ENSMUST00000039620.6	-34149	ENSMUSG00000022947	Cbr3	carbonyl reductase 3
chr13	113381814	113382092	279	*	Distal Intergenic	13	113446288	113502844	56557	2	70917	ENSMUST00000223835.1	120752	ENSMUSG00000114790	4921509O07Rik	RIKEN cDNA 4921509O07 gene
chr6	90569812	90570005	194	*	Promoter (2-3kb)	6	90567706	90570884	3179	1	107747	ENSMUST00000152436.1	2106	ENSMUSG00000030088	Aldh1l1	aldehyde dehydrogenase 1 family, member L1
chr15	84256851	84257252	402	*	Promoter (<=1kb)	15	84257140	84290434	33295	1	170736	ENSMUST00000146020.1	0	ENSMUSG00000022438	Parvb	parvin, beta
chr4	132078495	132078645	151	*	Distal Intergenic	4	131923413	132075321	151909	2	269587	ENSMUST00000146021.7	-3174	ENSMUSG00000028906	Epb41	erythrocyte membrane protein band 4.1
chr2	58485115	58485201	87	*	Intron (ENSMUST00000145495.7/11477, intron 2 of 10)	2	58388644	58516272	127629	2	11477	ENSMUST00000145495.7	31071	ENSMUSG00000026836	Acvr1	activin A receptor, type 1
chr12	8771126	8771252	127	*	Promoter (<=1kb)	12	8771323	8793715	22393	1	20969	ENSMUST00000020911.13	-71	ENSMUSG00000020592	Sdc1	syndecan 1
chr1	160330295	160330533	239	*	Intron (ENSMUST00000194105.1/ENSMUST00000194105.1, intron 4 of 4)	1	160219174	160351571	132398	2	29809	ENSMUST00000028052.11	21038	ENSMUSG00000026721	Rabgap1l	RAB GTPase activating protein 1-like
chr13	45455656	45456033	378	*	Distal Intergenic	13	45507444	45546382	38939	1	66355	ENSMUST00000000260.12	-51411	ENSMUSG00000000253	Gmpr	guanosine monophosphate reductase
chr7	24112929	24113027	99	*	Promoter (<=1kb)	7	24112324	24127493	15170	1	57745	ENSMUST00000005413.3	605	ENSMUSG00000052675	Zfp112	zinc finger protein 112
chr4	119847650	119847743	94	*	Intron (ENSMUST00000141605.7/16656, intron 2 of 3)	4	119814495	120138045	323551	1	16656	ENSMUST00000106307.8	33155	ENSMUSG00000028634	Hivep3	human immunodeficiency virus type I enhancer binding protein 3
chr1	71652812	71652920	109	*	Promoter (<=1kb)	1	71652837	71657457	4621	1	100042814	ENSMUST00000097699.2	0	ENSMUSG00000073652	Apol7d	apolipoprotein L 7d
chr1	75446291	75446474	184	*	Distal Intergenic	1	75450436	75474340	23905	1	241118	ENSMUST00000113577.7	-3962	ENSMUSG00000033007	Asic4	acid-sensing ion channel family member 4
chr2	128085422	128085803	382	*	Intron (ENSMUST00000028859.7/74121, intron 15 of 17)	2	128126038	128130015	3978	1	12125	ENSMUST00000146023.7	-40235	ENSMUSG00000027381	Bcl2l11	BCL2 like 11
chr18	49812367	49812455	89	*	Intron (ENSMUST00000186872.1/76609, intron 1 of 4)	18	49803326	49817958	14633	2	76609	ENSMUST00000186872.1	5503	ENSMUSG00000100134	1700065O20Rik	RIKEN cDNA 1700065O20 gene
chr14	64067411	64067749	339	*	Distal Intergenic	14	64075445	64085408	9964	2	71037	ENSMUST00000089338.5	17659	ENSMUSG00000034623	Prss55	serine protease 55
chr2	114599971	114600082	112	*	Intron (ENSMUST00000028640.13/66632, intron 3 of 7)	2	114518145	114545891	27747	2	66632	ENSMUST00000138106.7	-54080	ENSMUSG00000057147	Dph6	diphthamine biosynthesis 6
chr13	58503705	58503933	229	*	Distal Intergenic	13	58545399	58558267	12869	2	114304	ENSMUST00000140760.1	54334	ENSMUSG00000021553	Slc28a3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3
chr4	46700384	46700685	302	*	Intron (ENSMUST00000107749.3/242425, intron 13 of 18)	4	46664502	46688447	23946	2	242425	ENSMUST00000129328.2	-11937	ENSMUSG00000039809	Gabbr2	gamma-aminobutyric acid type B receptor subunit 2
chr12	99322053	99322331	279	*	Intron (ENSMUST00000046859.11/71375, intron 3 of 5)	12	99196670	99330063	133394	2	71375	ENSMUST00000222261.1	7732	ENSMUSG00000033713	Foxn3	forkhead box N3
chr15	88537345	88537426	82	*	Distal Intergenic	15	88600302	88601669	1368	1	70073	ENSMUST00000066949.8	-62876	ENSMUSG00000054117	Zdhhc25	zinc finger, DHHC domain containing 25
chr1	85270067	85270324	258	*	Promoter (<=1kb)	1	85112267	85270178	157912	2	620078	ENSMUST00000161267.7	0	ENSMUSG00000052477	Sp140l2	Sp140 nuclear body protein like 2
chr6	90463656	90463785	130	*	Promoter (<=1kb)	6	90462674	90475238	12565	1	66277	ENSMUST00000203039.2	982	ENSMUSG00000030087	Klf15	Kruppel-like transcription factor 15
chr5	135642689	135643065	377	*	3' UTR	5	135636532	135644527	7996	1	215160	ENSMUST00000084599.3	6157	ENSMUSG00000039917	Rhbdd2	rhomboid domain containing 2
chr14	69556721	69557145	425	*	Promoter (1-2kb)	14	69555466	69565814	10349	1	100862375	ENSMUST00000185174.1	1255	ENSMUSG00000022066	Entpd4b	ectonucleoside triphosphate diphosphohydrolase 4B
chr17	31207860	31208293	434	*	Promoter (<=1kb)	17	31207873	31246892	39020	1	328795	ENSMUST00000236745.1	0	ENSMUSG00000042345	Ubash3a	ubiquitin associated and SH3 domain containing, A
chr5	53937188	53937655	468	*	Distal Intergenic	5	53891104	53903738	12635	1	67249	ENSMUST00000202880.1	46084	ENSMUSG00000039178	Tbc1d19	TBC1 domain family, member 19
chr8	83768513	83768937	425	*	Distal Intergenic	8	83723251	83741326	18076	2	26364	ENSMUST00000166939.7	-27187	ENSMUSG00000002885	Adgre5	adhesion G protein-coupled receptor E5
chr4	83303524	83303775	252	*	Intron (ENSMUST00000102823.9/69863, intron 1 of 19)	4	83252986	83285169	32184	2	69863	ENSMUST00000150522.7	-18355	ENSMUSG00000038172	Ttc39b	tetratricopeptide repeat domain 39B
chr13	55465995	55466089	95	*	Promoter (1-2kb)	13	55464267	55473154	8888	1	432763	ENSMUST00000046533.8	1728	ENSMUSG00000034686	Prr7	proline rich 7 (synaptic)
chr8	4458311	4458426	116	*	Distal Intergenic	8	4493026	4518641	25616	1	67260	ENSMUST00000177010.9	-34600	ENSMUSG00000008206	Cers4	ceramide synthase 4
chr19	55609908	55610055	148	*	Intron (ENSMUST00000223690.1/53611, intron 8 of 8)	19	55741820	55933229	191410	1	21416	ENSMUST00000111662.10	-131765	ENSMUSG00000024985	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box
chr8	46569769	46569895	127	*	Intron (ENSMUST00000034045.14/71876, intron 7 of 12)	8	46573173	46578378	5206	1	71876	ENSMUST00000136724.1	-3278	ENSMUSG00000031629	Cenpu	centromere protein U
chr8	45990737	45990921	185	*	Intron (ENSMUST00000034051.6/192169, intron 7 of 11)	8	45995128	45996860	1733	1	192169	ENSMUST00000151983.1	-4207	ENSMUSG00000031634	Ufsp2	UFM1-specific peptidase 2
chr1	39030202	39030359	158	*	Distal Intergenic	1	38995160	38996646	1487	1	68833	ENSMUST00000193073.1	35042	ENSMUSG00000026078	Pdcl3	phosducin-like 3
chr4	57007826	57008076	251	*	Exon (ENSMUST00000095076.9/54357, exon 24 of 26)	4	56957173	56990391	33219	2	230235	ENSMUST00000053681.5	-17435	ENSMUSG00000045589	Frrs1l	ferric-chelate reductase 1 like
chr7	129574626	129574858	233	*	Distal Intergenic	7	129591863	129635738	43876	1	207425	ENSMUST00000084519.6	-17005	ENSMUSG00000042055	Wdr11	WD repeat domain 11
chr7	137486147	137486289	143	*	Distal Intergenic	7	137437689	137442169	4481	1	620016	ENSMUST00000211598.1	48458	ENSMUSG00000100863	Gm12669	glutaredoxin 3 pseudogene
chr15	66858505	66858781	277	*	Distal Intergenic	15	66782542	66831829	49288	2	20491	ENSMUST00000168522.1	-26676	ENSMUSG00000022372	Sla	src-like adaptor
chr18	62046986	62047360	375	*	Distal Intergenic	18	61977959	62015719	37761	1	225608	ENSMUST00000236759.1	69027	ENSMUSG00000045629	Sh3tc2	SH3 domain and tetratricopeptide repeats 2
chr9	44515545	44515689	145	*	Intron (ENSMUST00000215293.1/12145, intron 3 of 3)	9	44511788	44526421	14634	2	12145	ENSMUST00000062215.7	10732	ENSMUSG00000047880	Cxcr5	C-X-C motif chemokine receptor 5
chr14	115206391	115206813	423	*	Intron (ENSMUST00000176912.7/103978, intron 2 of 7)	14	115092626	116524437	1431812	1	103978	ENSMUST00000022707.6	113765	ENSMUSG00000022112	Gpc5	glypican 5
chr11	99182593	99182974	382	*	Distal Intergenic	11	99144196	99155077	10882	2	12775	ENSMUST00000103134.3	-27516	ENSMUSG00000037944	Ccr7	C-C motif chemokine receptor 7
chr13	107866968	107867060	93	*	Intron (ENSMUST00000225822.1/67263, intron 1 of 12)	13	107724617	107890064	165448	2	67263	ENSMUST00000225822.1	23004	ENSMUSG00000032846	Zswim6	zinc finger SWIM-type containing 6
chr1	135082384	135082574	191	*	Intron (ENSMUST00000044828.13/329252, intron 1 of 17)	1	134983301	135105276	121976	2	329252	ENSMUST00000044828.13	22702	ENSMUSG00000042793	Lgr6	leucine-rich repeat-containing G protein-coupled receptor 6
chr2	146423818	146423972	155	*	Intron (ENSMUST00000109986.8/241694, intron 15 of 40)	2	146404835	146412876	8042	2	241694	ENSMUST00000146024.1	-10942	ENSMUSG00000037110	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)
chr2	57238871	57239041	171	*	Promoter (<=1kb)	2	57238382	57370719	132338	1	14571	ENSMUST00000028167.2	489	ENSMUSG00000026827	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial
chr9	57888231	57888325	95	*	Distal Intergenic	9	57910979	57929968	18990	1	69459	ENSMUST00000216925.1	-22654	ENSMUSG00000055720	Ubl7	ubiquitin-like 7 (bone marrow stromal cell-derived)
chr16	92708845	92709052	208	*	Intron (ENSMUST00000023673.13/12394, intron 2 of 7)	16	92603656	92697328	93673	2	12394	ENSMUST00000113956.9	-11517	ENSMUSG00000022952	Runx1	runt related transcription factor 1
chr17	40811020	40811181	162	*	Promoter (<=1kb)	17	40811126	40840754	29629	1	19743	ENSMUST00000024721.7	0	ENSMUSG00000023926	Rhag	Rhesus blood group-associated A glycoprotein
chr9	27287591	27287680	90	*	Distal Intergenic	9	27299204	27357546	58343	1	235086	ENSMUST00000214357.1	-11524	ENSMUSG00000034275	Igsf9b	immunoglobulin superfamily, member 9B
chr8	125792860	125793312	453	*	Intron (ENSMUST00000047239.12/270109, intron 23 of 33)	8	125751511	125774128	22618	2	270109	ENSMUST00000119305.2	-18732	ENSMUSG00000060212	Pcnx2	pecanex homolog 2
chr3	149226737	149227019	283	*	Distal Intergenic	3	148816093	148990555	174463	2	99633	ENSMUST00000200543.4	-236182	ENSMUSG00000028184	Adgrl2	adhesion G protein-coupled receptor L2
chr6	46872705	46872800	96	*	Intron (ENSMUST00000114641.7/66797, intron 15 of 23)	6	47045060	47095560	50501	1	66797	ENSMUST00000150737.1	-172260	ENSMUSG00000039419	Cntnap2	contactin associated protein-like 2
chr5	53378624	53378942	319	*	Distal Intergenic	5	53466152	53649390	183239	1	19664	ENSMUST00000201991.3	-87210	ENSMUSG00000039191	Rbpj	recombination signal binding protein for immunoglobulin kappa J region
chr13	54323409	54323731	323	*	Intron (ENSMUST00000220818.1/ENSMUST00000220818.1, intron 1 of 1)	13	54302558	54312175	9618	1	12890	ENSMUST00000223430.1	20851	ENSMUSG00000025867	Cplx2	complexin 2
chr9	22557519	22557608	90	*	Intron (ENSMUST00000039798.15/319845, intron 5 of 21)	9	22574409	22628984	54576	1	319845	ENSMUST00000137547.1	-16801	ENSMUSG00000035919	Bbs9	Bardet-Biedl syndrome 9
chr8	104103619	104103730	112	*	Promoter (1-2kb)	8	104101625	104144511	42887	1	12562	ENSMUST00000034339.9	1994	ENSMUSG00000031871	Cdh5	cadherin 5
chr16	95303640	95304002	363	*	Intron (ENSMUST00000232605.1/102633941, intron 1 of 1)	16	95279193	95291897	12705	1	16516	ENSMUST00000138329.1	24447	ENSMUSG00000062609	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15
chr19	53801869	53802270	402	*	Intron (ENSMUST00000164202.8/73713, intron 1 of 13)	19	53793308	53813573	20266	1	73713	ENSMUST00000162910.1	8561	ENSMUSG00000043639	Rbm20	RNA binding motif protein 20
chr5	38273892	38274235	344	*	Promoter (1-2kb)	5	38275972	38304209	28238	1	21906	ENSMUST00000063136.13	-1737	ENSMUSG00000051596	Otop1	otopetrin 1
chr12	58212407	58212523	117	*	Promoter (<=1kb)	12	58211804	58214444	2641	1	20605	ENSMUST00000044299.2	603	ENSMUSG00000035431	Sstr1	somatostatin receptor 1
chr19	40998618	40998765	148	*	Distal Intergenic	19	40964605	40994535	29931	2	17060	ENSMUST00000134568.1	-4083	ENSMUSG00000061132	Blnk	B cell linker
chr12	40535780	40536611	832	*	Intron (ENSMUST00000037488.7/238130, intron 1 of 52)	12	40446336	40846180	399845	1	238130	ENSMUST00000220912.1	89444	ENSMUSG00000035954	Dock4	dedicator of cytokinesis 4
chr18	24913578	24913680	103	*	Intron (ENSMUST00000037097.8/225288, intron 5 of 26)	18	24709445	25133501	424057	1	225288	ENSMUST00000234834.1	204133	ENSMUSG00000034295	Fhod3	formin homology 2 domain containing 3
chr1	64928001	64928195	195	*	Promoter (<=1kb)	1	64860298	64928097	67800	2	241075	ENSMUST00000140857.1	0	ENSMUSG00000051344	Plekhm3	pleckstrin homology domain containing, family M, member 3
chr10	116582958	116583147	190	*	Promoter (1-2kb)	10	116509791	116581511	71721	2	72068	ENSMUST00000020374.5	-1447	ENSMUSG00000020166	Cnot2	CCR4-NOT transcription complex, subunit 2
chr5	100373992	100374192	201	*	Promoter (<=1kb)	5	100361650	100373484	11835	2	69162	ENSMUST00000182433.7	-508	ENSMUSG00000035325	Sec31a	SEC31 homolog A, COPII coat complex component
chr2	104177301	104177630	330	*	Intron (ENSMUST00000089726.9/241589, intron 16 of 20)	2	104152180	104158419	6240	2	241589	ENSMUST00000155458.1	-18882	ENSMUSG00000068373	D430041D05Rik	RIKEN cDNA D430041D05 gene
chr4	6337383	6337740	358	*	Distal Intergenic	4	6365650	6396284	30635	1	53378	ENSMUST00000029912.10	-27910	ENSMUSG00000028249	Sdcbp	syndecan binding protein
chr13	59682591	59682925	335	*	Distal Intergenic	13	59634626	59675811	41186	2	105348	ENSMUST00000022039.6	-6780	ENSMUSG00000021556	Golm1	golgi membrane protein 1
chr18	62166182	62166400	219	*	Distal Intergenic	18	62177816	62179959	2144	2	11555	ENSMUST00000053640.4	13559	ENSMUSG00000045730	Adrb2	adrenergic receptor, beta 2
chr12	116145262	116145733	472	*	3' UTR	12	116137347	116143741	6395	1	22355	ENSMUST00000176433.1	7915	ENSMUSG00000011171	Vipr2	vasoactive intestinal peptide receptor 2
chr14	118070110	118070447	338	*	Distal Intergenic	14	118024776	118052244	27469	2	13190	ENSMUST00000228548.1	-17866	ENSMUSG00000022129	Dct	dopachrome tautomerase
chr5	73864256	73864347	92	*	Distal Intergenic	5	74026293	74029368	3076	2	69727	ENSMUST00000152408.2	165021	ENSMUSG00000054814	Usp46	ubiquitin specific peptidase 46
chr5	75962208	75962495	288	*	Exon (ENSMUST00000149573.1/16542, exon 10 of 10)	5	75932827	75978458	45632	2	16542	ENSMUST00000113516.1	15963	ENSMUSG00000062960	Kdr	kinase insert domain protein receptor
chr2	17723641	17723919	279	*	Intron (ENSMUST00000028080.11/74103, intron 2 of 6)	2	17343909	17731043	387135	2	74103	ENSMUST00000028080.11	7124	ENSMUSG00000053702	Nebl	nebulette
chr10	121161354	121161443	90	*	Exon (ENSMUST00000218151.1/ENSMUST00000218151.1, exon 1 of 1)	10	121199141	121202649	3509	2	74647	ENSMUST00000219710.1	41206	ENSMUSG00000112846	4930432O09Rik	RIKEN cDNA 4930432O09 gene
chr19	40660310	40660446	137	*	Promoter (<=1kb)	19	40660493	40723097	62605	1	12495	ENSMUST00000144080.7	-47	ENSMUSG00000048120	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1
chr3	127821199	127821496	298	*	Exon (ENSMUST00000196687.1/211556, exon 2 of 2)	3	127813244	127817618	4375	2	211556	ENSMUST00000199901.1	-3581	ENSMUSG00000074238	Ap1ar	adaptor-related protein complex 1 associated regulatory protein
chr3	62339507	62339694	188	*	Promoter (<=1kb)	3	62338999	62379719	40721	1	622434	ENSMUST00000163008.7	508	ENSMUSG00000036885	Arhgef26	Rho guanine nucleotide exchange factor 26
chr5	30423678	30423764	87	*	Intron (ENSMUST00000114747.8/83762, intron 3 of 46)	5	30404909	30408061	3153	2	83762	ENSMUST00000128177.1	-15617	ENSMUSG00000062372	Otof	otoferlin
chr6	40891798	40892016	219	*	Exon (ENSMUST00000103262.2/ENSMUST00000103262.2, exon 2 of 2)	6	40878794	40887494	8701	2	194357	ENSMUST00000031937.3	-4304	ENSMUSG00000029885	Moxd2	monooxygenase, DBH-like 2
chr15	35326759	35326861	103	*	Promoter (1-2kb)	15	35307010	35328535	21526	2	100126269	ENSMUST00000227345.1	1674	ENSMUSG00000115453	BC048602	cDNA sequence BC048602
chr16	92871777	92871963	187	*	Intron (ENSMUST00000231501.1/ENSMUST00000231501.1, intron 1 of 2)	16	92601466	92826149	224684	2	12394	ENSMUST00000023673.13	-45628	ENSMUSG00000022952	Runx1	runt related transcription factor 1
chr9	66131542	66131793	252	*	Intron (ENSMUST00000034945.5/68250, intron 1 of 4)	9	66126611	66138955	12345	1	68250	ENSMUST00000034945.5	4931	ENSMUSG00000032381	Ciao2a	cytosolic iron-sulfur assembly component 2A
chr17	70987464	70987595	132	*	Promoter (2-3kb)	17	70976936	70990530	13595	2	67938	ENSMUST00000131820.1	2935	ENSMUSG00000034868	Myl12b	myosin, light chain 12B, regulatory
chr5	32726251	32726338	88	*	Intron (ENSMUST00000119864.4/ENSMUST00000119864.4, intron 6 of 17)	5	32737898	32740384	2487	2	320951	ENSMUST00000201314.1	14046	ENSMUSG00000023452	Pisd	phosphatidylserine decarboxylase
chr11	102948890	102948977	88	*	Promoter (2-3kb)	11	102939264	102946688	7425	2	23829	ENSMUST00000057849.5	-2202	ENSMUSG00000045532	C1ql1	complement component 1, q subcomponent-like 1
chr5	91402462	91403160	699	*	Promoter (<=1kb)	5	91357261	91402994	45734	2	12223	ENSMUST00000121044.5	0	ENSMUSG00000082361	Btc	betacellulin, epidermal growth factor family member
chr10	80371704	80371798	95	*	Distal Intergenic	10	80359270	80360785	1516	1	216166	ENSMUST00000146826.1	12434	ENSMUSG00000035486	Plk5	polo like kinase 5
chr14	121992699	121992825	127	*	Intron (ENSMUST00000039803.6/68889, intron 6 of 8)	14	121952551	121965195	12645	2	321019	ENSMUST00000049872.8	-27504	ENSMUSG00000051212	Gpr183	G protein-coupled receptor 183
chr5	8221611	8222004	394	*	Intron (ENSMUST00000050166.13/11496, intron 4 of 29)	5	8077839	8121095	43257	2	11496	ENSMUST00000124121.7	-100516	ENSMUSG00000040537	Adam22	a disintegrin and metallopeptidase domain 22
chr12	109509088	109509179	92	*	Intron (ENSMUST00000221332.1/ENSMUST00000221332.1, intron 2 of 4)	12	109541001	109545319	4319	1	17263	ENSMUST00000129245.7	-31822	ENSMUSG00000021268	Meg3	maternally expressed 3
chr4	33244026	33244168	143	*	Distal Intergenic	4	33246004	33247575	1572	2	108767	ENSMUST00000155616.1	3407	ENSMUSG00000040128	Pnrc1	proline-rich nuclear receptor coactivator 1
chr18	89768917	89769198	282	*	Promoter (<=1kb)	18	89292424	89769528	477105	2	623279	ENSMUST00000097495.4	330	ENSMUSG00000073514	Dok6	docking protein 6
chr13	94119419	94119609	191	*	Promoter (1-2kb)	13	94117942	94174646	56705	1	218454	ENSMUST00000223423.1	1477	ENSMUSG00000045312	Lhfpl2	lipoma HMGIC fusion partner-like 2
chr2	79367911	79367994	84	*	Promoter (2-3kb)	2	79343233	79370865	27633	2	228094	ENSMUST00000156830.7	2871	ENSMUSG00000075256	Cerkl	ceramide kinase-like
chr2	72328552	72328650	99	*	Intron (ENSMUST00000090824.11/65964, intron 2 of 19)	2	72297901	72355622	57722	1	65964	ENSMUST00000144111.1	30651	ENSMUSG00000004085	Map3k20	mitogen-activated protein kinase kinase kinase 20
chr6	125540920	125541167	248	*	Distal Intergenic	6	125546774	125592174	45401	1	22371	ENSMUST00000100941.8	-5607	ENSMUSG00000001930	Vwf	Von Willebrand factor
chr14	76759477	76759711	235	*	Promoter (<=1kb)	14	76760131	76762217	2087	1	73883	ENSMUST00000228541.1	-420	ENSMUSG00000115709	4930431P22Rik	RIKEN cDNA 4930431P22 gene
chr15	95883564	95883907	344	*	Intron (ENSMUST00000071874.7/105722, intron 2 of 19)	15	95824458	95830072	5615	2	102634389	ENSMUST00000168960.2	-53492	ENSMUSG00000078648	Gm17546	predicted gene, 17546
chr6	17607008	17607163	156	*	Distal Intergenic	6	17636234	17656447	20214	1	12343	ENSMUST00000148694.7	-29071	ENSMUSG00000015733	Capza2	capping actin protein of muscle Z-line subunit alpha 2
chr9	62271161	62271317	157	*	3' UTR	9	62270729	62282208	11480	2	66712	ENSMUST00000056949.4	10891	ENSMUSG00000046846	Spesp1	sperm equatorial segment protein 1
chr8	127516070	127516415	346	*	Intron (ENSMUST00000162309.7/93742, intron 22 of 24)	8	127579724	127610848	31125	1	93742	ENSMUST00000159940.1	-63309	ENSMUSG00000025812	Pard3	par-3 family cell polarity regulator
chr12	72674860	72675096	237	*	Distal Intergenic	12	72650353	72664909	14557	2	66375	ENSMUST00000021512.10	-9951	ENSMUSG00000021094	Dhrs7	dehydrogenase/reductase 7
chr10	8070265	8070414	150	*	Distal Intergenic	10	7905653	7956230	50578	2	68652	ENSMUST00000146444.7	-114035	ENSMUSG00000015755	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
chr9	99423767	99423975	209	*	Promoter (1-2kb)	9	99387979	99425896	37918	2	17532	ENSMUST00000119472.7	1921	ENSMUSG00000032470	Mras	muscle and microspikes RAS
chr1	46066611	46066775	165	*	Promoter (<=1kb)	1	46066738	46373546	306809	1	227058	ENSMUST00000238593.1	0	ENSMUSG00000041144	Dnah7b	dynein, axonemal, heavy chain 7B
chr11	3133208	3133319	112	*	Promoter (2-3kb)	11	3131887	3136007	4121	2	78887	ENSMUST00000144447.7	2688	ENSMUSG00000023764	Sfi1	Sfi1 homolog, spindle assembly associated (yeast)
chr4	98082539	98082911	373	*	Intron (ENSMUST00000075448.12/18027, intron 10 of 10)	4	97911033	98042595	131563	1	18027	ENSMUST00000133011.1	171506	ENSMUSG00000028565	Nfia	nuclear factor I/A
chr17	25044999	25045090	92	*	Promoter (<=1kb)	17	25045517	25087991	42475	1	106633	ENSMUST00000140692.7	-427	ENSMUSG00000024169	Ift140	intraflagellar transport 140
chr12	116467172	116467278	107	*	Distal Intergenic	12	116452180	116463731	11552	1	76044	ENSMUST00000222761.1	14992	ENSMUSG00000042029	Ncapg2	non-SMC condensin II complex, subunit G2
chr19	54087333	54087727	395	*	Distal Intergenic	19	54044151	54048982	4832	1	11551	ENSMUST00000036700.6	43182	ENSMUSG00000033717	Adra2a	adrenergic receptor, alpha 2a
chr4	89209439	89209557	119	*	Distal Intergenic	4	89176374	89179474	3101	1	66902	ENSMUST00000204571.1	33065	ENSMUSG00000062937	Mtap	methylthioadenosine phosphorylase
chr5	53420814	53421736	923	*	Distal Intergenic	5	53466152	53649390	183239	1	19664	ENSMUST00000201991.3	-44416	ENSMUSG00000039191	Rbpj	recombination signal binding protein for immunoglobulin kappa J region
chr19	4171486	4171595	110	*	Promoter (<=1kb)	19	4170750	4171456	707	2	107239	ENSMUST00000237988.1	-30	ENSMUSG00000075289	Carns1	carnosine synthase 1
chr14	21993700	21993785	86	*	Exon (ENSMUST00000194287.1/ENSMUST00000194287.1, exon 1 of 1)	14	21983959	21989601	5643	2	218820	ENSMUST00000043409.8	-4099	ENSMUSG00000039081	Zfp503	zinc finger protein 503
