seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr13	53426622	53426761	140	*	Intron (ENSMUST00000201658.3/100040421, intron 4 of 7)	13	53395328	53398186	2859	1	100040421	ENSMUST00000202366.1	31294	ENSMUSG00000107008	Gm2762	predicted gene 2762
chr4	129463083	129463179	97	*	Promoter (1-2kb)	4	129461836	129466990	5155	1	100383	ENSMUST00000138013.2	1247	ENSMUSG00000040859	Bsdc1	BSD domain containing 1
chr19	7217475	7217910	436	*	Promoter (<=1kb)	19	7215153	7217616	2464	2	12868	ENSMUST00000039758.5	0	ENSMUSG00000035885	Cox8a	cytochrome c oxidase subunit 8A
chr5	122779299	122779419	121	*	Promoter (<=1kb)	5	122731170	122779382	48213	2	207565	ENSMUST00000111668.7	0	ENSMUSG00000029471	Camkk2	calcium/calmodulin-dependent protein kinase kinase 2, beta
chr17	79343436	79343556	121	*	Intron (ENSMUST00000068958.8/260409, intron 1 of 1)	17	79335197	79353007	17811	2	260409	ENSMUST00000233363.1	9451	ENSMUSG00000036533	Cdc42ep3	CDC42 effector protein 3
chr4	106248408	106248662	255	*	Intron (ENSMUST00000140196.1/105244641, intron 2 of 4)	4	106241216	106290026	48811	1	105244641	ENSMUST00000140196.1	7192	NA	Gm12724	predicted gene 12724
chr4	141404773	141404996	224	*	Promoter (<=1kb)	4	141404353	141405357	1005	2	56365	ENSMUST00000135486.7	361	ENSMUSG00000006216	Clcnkb	chloride channel, voltage-sensitive Kb
chr2	28045032	28045212	181	*	Distal Intergenic	2	28022286	28037429	15144	1	12831	ENSMUST00000238851.1	22746	ENSMUSG00000026837	Col5a1	collagen, type V, alpha 1
chr3	116859367	116859608	242	*	Promoter (<=1kb)	3	116859464	116903478	44015	1	20321	ENSMUST00000040260.10	0	ENSMUSG00000033386	Frrs1	ferric-chelate reductase 1
chr17	12206329	12206584	256	*	Intron (ENSMUST00000164143.7/68262, intron 3 of 4)	17	12215125	12219253	4129	1	68262	ENSMUST00000167905.1	-8541	ENSMUSG00000023827	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4
chr10	81382033	81382534	502	*	Promoter (1-2kb)	10	81384428	81388352	3925	1	102115	ENSMUST00000072751.12	-1894	ENSMUSG00000078440	Dohh	deoxyhypusine hydroxylase/monooxygenase
chr7	143538393	143538508	116	*	Promoter (2-3kb)	7	143524183	143535989	11807	2	17955	ENSMUST00000208317.1	-2404	ENSMUSG00000059119	Nap1l4	nucleosome assembly protein 1-like 4
chr19	59359337	59359421	85	*	Distal Intergenic	19	59297178	59345780	48603	2	107368	ENSMUST00000099274.3	-13557	ENSMUSG00000074746	Pdzd8	PDZ domain containing 8
chr3	84350356	84350638	283	*	Intron (ENSMUST00000192777.1/75309, intron 3 of 3)	3	84349376	84379921	30546	2	75309	ENSMUST00000192777.1	29283	ENSMUSG00000104004	4930565D16Rik	RIKEN cDNA 4930565D16 gene
chr19	10094905	10094968	64	*	Intron (ENSMUST00000025567.8/56473, intron 1 of 11)	19	10066573	10088716	22144	2	56473	ENSMUST00000235937.1	-6189	ENSMUSG00000024665	Fads2	fatty acid desaturase 2
chr9	124137732	124137830	99	*	Intron (ENSMUST00000097855.3/ENSMUST00000097855.3, intron 2 of 2)	9	124121581	124124731	3151	1	12774	ENSMUST00000171499.2	16151	ENSMUSG00000079227	Ccr5	C-C motif chemokine receptor 5
chr14	16384877	16385055	179	*	Intron (ENSMUST00000017629.11/21974, intron 3 of 35)	14	16389577	16393426	3850	1	21974	ENSMUST00000159987.1	-4522	ENSMUSG00000017485	Top2b	topoisomerase (DNA) II beta
chr15	74752756	74752877	122	*	Promoter (<=1kb)	15	74751595	74753014	1420	2	23936	ENSMUST00000189128.1	137	ENSMUSG00000022594	Lynx1	Ly6/neurotoxin 1
chr1	172155642	172155743	102	*	Intron (ENSMUST00000193638.5/98193, intron 2 of 13)	1	172148948	172189808	40861	1	98193	ENSMUST00000192031.1	6694	ENSMUSG00000026554	Dcaf8	DDB1 and CUL4 associated factor 8
chr7	109594105	109594281	177	*	Intron (ENSMUST00000079282.7/76954, intron 1 of 19)	7	109557239	109602665	45427	2	76954	ENSMUST00000208583.1	8384	ENSMUSG00000031024	Dennd2b	DENN domain containing 2B
chr5	32733994	32734192	199	*	Exon (ENSMUST00000119864.4/ENSMUST00000119864.4, exon 14 of 18)	5	32737898	32740384	2487	2	320951	ENSMUST00000201314.1	6192	ENSMUSG00000023452	Pisd	phosphatidylserine decarboxylase
chr12	17537827	17538041	215	*	Distal Intergenic	12	17544794	17551084	6291	1	18263	ENSMUST00000171737.2	-6753	ENSMUSG00000011179	Odc1	ornithine decarboxylase, structural 1
chr11	83298649	83298784	136	*	Promoter (<=1kb)	11	83295075	83298895	3821	2	103737	ENSMUST00000175741.7	111	ENSMUSG00000018733	Pex12	peroxisomal biogenesis factor 12
chr11	101763833	101763924	92	*	Exon (ENSMUST00000039152.13/217207, exon 20 of 23)	11	101770354	101772181	1828	2	18612	ENSMUST00000132040.1	8257	ENSMUSG00000017724	Etv4	ets variant 4
chr6	118771199	118771479	281	*	Intron (ENSMUST00000186889.6/12288, intron 5 of 46)	6	118592319	118780324	188006	2	12288	ENSMUST00000219018.1	8845	ENSMUSG00000051331	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit
chr4	123254735	123254894	160	*	Distal Intergenic	4	123262351	123286762	24412	1	230721	ENSMUST00000156807.1	-7457	ENSMUSG00000011257	Pabpc4	poly(A) binding protein, cytoplasmic 4
chr17	3082511	3082577	67	*	Promoter (1-2kb)	17	3077738	3084040	6303	2	328734	ENSMUST00000184936.7	1463	NA	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2
chr2	165992460	165992717	258	*	Promoter (<=1kb)	2	165992636	166071470	78835	1	17979	ENSMUST00000109252.7	0	ENSMUSG00000027678	Ncoa3	nuclear receptor coactivator 3
chr5	149649652	149649720	69	*	Distal Intergenic	5	149629984	149636376	6393	2	15505	ENSMUST00000201559.3	-13276	ENSMUSG00000029657	Hsph1	heat shock 105kDa/110kDa protein 1
chr5	33270662	33270824	163	*	Promoter (1-2kb)	5	33259301	33269636	10336	2	13016	ENSMUST00000202820.3	-1026	ENSMUSG00000037373	Ctbp1	C-terminal binding protein 1
chr13	47112235	47112368	134	*	Distal Intergenic	13	47088595	47106201	17607	2	110052	ENSMUST00000135278.7	-6034	ENSMUSG00000021377	Dek	DEK proto-oncogene
chr16	4667275	4667467	193	*	Intron (ENSMUST00000144815.1/246154, intron 1 of 3)	16	4634598	4661922	27325	2	78885	ENSMUST00000130125.1	-5353	ENSMUSG00000039637	Coro7	coronin 7
chr5	151413705	151413843	139	*	Exon (ENSMUST00000202024.3/625175, exon 4 of 4)	5	151406526	151430473	23948	1	100042166	ENSMUST00000201853.1	7179	ENSMUSG00000097321	Gm3704	predicted gene 3704
chr7	126272348	126272427	80	*	Promoter (<=1kb)	7	126272619	126295016	22398	1	104175	ENSMUST00000056028.10	-192	ENSMUSG00000042978	Sbk1	SH3-binding kinase 1
chr3	84345045	84345238	194	*	Distal Intergenic	3	84349376	84379921	30546	2	75309	ENSMUST00000192777.1	34683	ENSMUSG00000104004	4930565D16Rik	RIKEN cDNA 4930565D16 gene
chr3	16183473	16183697	225	*	Promoter (<=1kb)	3	16183236	16216855	33620	1	229096	ENSMUST00000108346.4	237	ENSMUSG00000047213	Ythdf3	YTH N6-methyladenosine RNA binding protein 3
chr4	97810440	97810587	148	*	Intron (ENSMUST00000152023.7/18027, intron 2 of 3)	4	97568133	97778048	209916	2	319865	ENSMUST00000146447.7	-32392	NA	E130114P18Rik	RIKEN cDNA E130114P18 gene
chr2	136920971	136921377	407	*	Intron (ENSMUST00000028737.12/74243, intron 2 of 5)	2	136905543	137069778	164236	1	74243	ENSMUST00000180277.2	15428	ENSMUSG00000027281	Slx4ip	SLX4 interacting protein
chr3	140950421	140950535	115	*	Distal Intergenic	3	141210004	141212355	2352	2	18598	ENSMUST00000057860.2	261820	ENSMUSG00000047674	Pdha2	pyruvate dehydrogenase E1 alpha 2
chr15	36705540	36705668	129	*	Distal Intergenic	15	36790712	36792414	1703	2	22631	ENSMUST00000126184.1	86746	ENSMUSG00000022285	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
chr19	37100819	37100925	107	*	Intron (ENSMUST00000079754.10/208922, intron 5 of 10)	19	37173843	37196541	22699	1	319931	ENSMUST00000180609.1	-72918	ENSMUSG00000097591	A330032B11Rik	RIKEN cDNA A330032B11 gene
chr11	4973323	4973784	462	*	Distal Intergenic	11	4986824	5042729	55906	1	11764	ENSMUST00000109897.7	-13040	ENSMUSG00000009090	Ap1b1	adaptor protein complex AP-1, beta 1 subunit
chr5	143648159	143648356	198	*	Promoter (2-3kb)	5	143651241	143708256	57016	1	19159	ENSMUST00000110727.1	-2885	ENSMUSG00000018001	Cyth3	cytohesin 3
chr9	66611698	66611988	291	*	Distal Intergenic	9	66514637	66593142	78506	2	235441	ENSMUST00000127569.7	-18556	ENSMUSG00000032376	Usp3	ubiquitin specific peptidase 3
chr5	105435618	105435710	93	*	Intron (ENSMUST00000112707.2/433926, intron 1 of 4)	5	105415775	105490074	74300	1	433926	ENSMUST00000112707.2	19843	ENSMUSG00000070639	Lrrc8b	leucine rich repeat containing 8 family, member B
chr6	38795246	38795388	143	*	Intron (ENSMUST00000161779.7/15258, intron 2 of 14)	6	38745457	38818346	72890	2	15258	ENSMUST00000159894.1	22958	ENSMUSG00000061436	Hipk2	homeodomain interacting protein kinase 2
chr6	39420243	39420650	408	*	Promoter (<=1kb)	6	39397804	39420462	22659	2	54484	ENSMUST00000031985.12	0	ENSMUSG00000029922	Mkrn1	makorin, ring finger protein, 1
chr1	195018185	195018390	206	*	Promoter (<=1kb)	1	195017398	195036929	19532	1	320977	ENSMUST00000181273.6	787	ENSMUSG00000096929	A330023F24Rik	RIKEN cDNA A330023F24 gene
chr12	36816445	36816521	77	*	Promoter (<=1kb)	12	36816205	36816278	74	1	100628578	ENSMUST00000175257.1	240	ENSMUSG00000092998	Mir5099	microRNA 5099
chr10	44380629	44380697	69	*	Distal Intergenic	10	44359676	44359768	93	1	100316688	ENSMUST00000158635.1	20953	ENSMUSG00000089260	Mir1929	microRNA 1929
chr13	16976618	16976783	166	*	Intron (ENSMUST00000068545.5/192136, intron 12 of 13)	13	17684485	17694736	10252	2	192136	ENSMUST00000221467.1	717953	ENSMUSG00000055137	Sugct	succinyl-CoA glutarate-CoA transferase
chr7	100500428	100500563	136	*	Promoter (2-3kb)	7	100498346	100499302	957	1	22228	ENSMUST00000149808.1	2082	ENSMUSG00000033685	Ucp2	uncoupling protein 2 (mitochondrial, proton carrier)
chr10	54026241	54026351	111	*	Intron (ENSMUST00000003843.15/17155, intron 3 of 12)	10	53918719	53977115	58397	2	17155	ENSMUST00000219234.1	-49126	ENSMUSG00000003746	Man1a	mannosidase 1, alpha
chr11	115509905	115510046	142	*	Intron (ENSMUST00000021083.6/15374, intron 1 of 4)	11	115503033	115514116	11084	2	15374	ENSMUST00000142238.1	4070	ENSMUSG00000020737	Jpt1	Jupiter microtubule associated homolog 1
chr11	32297961	32298187	227	*	Promoter (1-2kb)	11	32296628	32297255	628	1	15122	ENSMUST00000147010.1	1333	ENSMUSG00000069919	Hba-a1	hemoglobin alpha, adult chain 1
chr5	104047886	104047987	102	*	Promoter (<=1kb)	5	104048003	104048063	61	1	100885831	ENSMUST00000176065.1	-16	ENSMUSG00000093690	Mir5619	microRNA 5619
chr14	47518764	47518899	136	*	Intron (ENSMUST00000226395.1/78938, intron 2 of 3)	14	47526079	47529276	3198	1	78938	ENSMUST00000228634.1	-7180	ENSMUSG00000037536	Fbxo34	F-box protein 34
chr15	36580233	36580369	137	*	Distal Intergenic	15	36596024	36597426	1403	2	18458	ENSMUST00000142357.1	17057	ENSMUSG00000022283	Pabpc1	poly(A) binding protein, cytoplasmic 1
chr17	57118841	57118989	149	*	Distal Intergenic	17	57092035	57105942	13908	2	100169874	ENSMUST00000233039.1	-12899	ENSMUSG00000079414	Gm11110	predicted gene 11110
chr2	4881533	4881912	380	*	Promoter (<=1kb)	2	4881564	4910557	28994	1	109079	ENSMUST00000027973.13	0	ENSMUSG00000026662	Sephs1	selenophosphate synthetase 1
chr11	11733213	11733594	382	*	Intron (ENSMUST00000126058.7/22778, intron 3 of 3)	11	11686445	11769798	83354	1	22778	ENSMUST00000018798.6	46768	ENSMUSG00000018654	Ikzf1	IKAROS family zinc finger 1
chr11	120895628	120895700	73	*	Intron (ENSMUST00000056781.4/71276, intron 8 of 18)	11	120873792	120885911	12120	2	71276	ENSMUST00000143895.1	-9717	ENSMUSG00000048445	Ccdc57	coiled-coil domain containing 57
chr12	84192793	84192881	89	*	Promoter (1-2kb)	12	84149278	84194015	44738	2	238317	ENSMUST00000110294.1	1134	ENSMUSG00000042507	Mideas	mitotic deacetylase associated SANT domain protein
chr4	129033567	129033721	155	*	Distal Intergenic	4	129058271	129084526	26256	1	75234	ENSMUST00000168461.7	-24550	ENSMUSG00000028793	Rnf19b	ring finger protein 19B
chr8	111982301	111982395	95	*	Exon (ENSMUST00000034427.11/30947, exon 6 of 10)	8	111971553	111990412	18860	2	30947	ENSMUST00000120457.1	8017	ENSMUSG00000031949	Adat1	adenosine deaminase, tRNA-specific 1
chr17	88034586	88034655	70	*	Intron (ENSMUST00000130379.8/225055, intron 1 of 22)	17	87991418	88008696	17279	2	225055	ENSMUST00000135639.7	-25890	ENSMUSG00000005371	Fbxo11	F-box protein 11
chr18	12127774	12127900	127	*	Promoter (<=1kb)	18	12128741	12157387	28647	1	66878	ENSMUST00000025270.7	-841	ENSMUSG00000024404	Riok3	RIO kinase 3
chr1	134086824	134087109	286	*	Distal Intergenic	1	134075170	134079120	3951	2	12227	ENSMUST00000020692.6	-7704	ENSMUSG00000020423	Btg2	BTG anti-proliferation factor 2
chr10	88376911	88376995	85	*	Promoter (2-3kb)	10	88340563	88379080	38518	2	71712	ENSMUST00000138159.1	2085	ENSMUSG00000020057	Dram1	DNA-damage regulated autophagy modulator 1
chr2	98666432	98667302	871	*	Exon (ENSMUST00000099683.1/ENSMUST00000099683.1, exon 1 of 5)	2	97468089	97629063	160975	1	241568	ENSMUST00000170144.1	1198343	ENSMUSG00000050587	Lrrc4c	leucine rich repeat containing 4C
chr11	30997080	30997194	115	*	Intron (ENSMUST00000203878.2/65257, intron 1 of 9)	11	30976707	30986350	9644	2	68044	ENSMUST00000101394.4	-10730	ENSMUSG00000020309	Chac2	ChaC, cation transport regulator 2
chr2	27009799	27009987	189	*	Promoter (<=1kb)	2	27009926	27016849	6924	1	381356	ENSMUST00000114005.8	0	ENSMUSG00000015488	Cacfd1	calcium channel flower domain containing 1
chr4	132049998	132050169	172	*	Promoter (<=1kb)	4	131957620	132049091	91472	2	269587	ENSMUST00000238852.1	-907	ENSMUSG00000028906	Epb41	erythrocyte membrane protein band 4.1
chr18	62178936	62179014	79	*	Promoter (<=1kb)	18	62177816	62179959	2144	2	11555	ENSMUST00000053640.4	945	ENSMUSG00000045730	Adrb2	adrenergic receptor, beta 2
chr1	152592000	152592121	122	*	Promoter (<=1kb)	1	152557543	152592759	35217	2	19731	ENSMUST00000128251.7	638	ENSMUSG00000026482	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
chr4	95967050	95967309	260	*	Promoter (<=1kb)	4	95967240	96025413	58174	1	77963	ENSMUST00000030306.13	0	ENSMUSG00000028572	Hook1	hook microtubule tethering protein 1
chr5	30231077	30231171	95	*	Promoter (1-2kb)	5	30232581	30272427	39847	1	28042	ENSMUST00000145167.7	-1410	ENSMUSG00000075703	Selenoi	selenoprotein I
chr8	111536302	111536388	87	*	Promoter (<=1kb)	8	111536097	111625720	89624	1	170737	ENSMUST00000172856.7	205	ENSMUSG00000033545	Znrf1	zinc and ring finger 1
chr10	108033432	108033771	340	*	Distal Intergenic	10	107946645	107977834	31190	1	628877	ENSMUST00000219670.1	86787	ENSMUSG00000112910	Gm29685	predicted gene, 29685
chr2	130750605	130750698	94	*	Intron (ENSMUST00000044766.14/228602, intron 20 of 36)	2	130739000	130757451	18452	2	228602	ENSMUST00000133132.1	6753	ENSMUSG00000027309	Dnaaf9	dynein axonemal assembly factor 9
chr3	52975122	52975415	294	*	Distal Intergenic	3	52982122	52994685	12564	2	67542	ENSMUST00000194779.1	19270	ENSMUSG00000027742	Cog6	component of oligomeric golgi complex 6
chr6	55336196	55336496	301	*	Promoter (<=1kb)	6	55336432	55348555	12124	1	11826	ENSMUST00000004774.3	0	ENSMUSG00000004655	Aqp1	aquaporin 1
chr4	43040165	43040578	414	*	Promoter (<=1kb)	4	43032414	43040288	7875	2	230088	ENSMUST00000107958.7	0	ENSMUSG00000036002	Atosb	atos homolog B
chr7	80688754	80689070	317	*	Promoter (<=1kb)	7	80586627	80688877	102251	2	70461	ENSMUST00000122255.7	0	ENSMUSG00000030527	Crtc3	CREB regulated transcription coactivator 3
chr10	88732427	88732495	69	*	Promoter (<=1kb)	10	88731878	88742035	10158	1	104303	ENSMUST00000080379.6	549	ENSMUSG00000060904	Arl1	ADP-ribosylation factor-like 1
chr16	96918591	96918865	275	*	Exon (ENSMUST00000232934.1/ENSMUST00000232934.1, exon 1 of 3)	16	96590840	97170752	579913	2	13508	ENSMUST00000056102.8	251887	ENSMUSG00000050272	Dscam	DS cell adhesion molecule
chr5	32737647	32737743	97	*	Promoter (2-3kb)	5	32737898	32740384	2487	2	320951	ENSMUST00000201314.1	2641	ENSMUSG00000023452	Pisd	phosphatidylserine decarboxylase
chr2	26011534	26011689	156	*	Promoter (<=1kb)	2	26008895	26010953	2059	2	98766	ENSMUST00000148725.1	-581	ENSMUSG00000036352	Ubac1	ubiquitin associated domain containing 1
chr5	120586723	120586961	239	*	Promoter (1-2kb)	5	120582899	120588594	5696	2	252972	ENSMUST00000202072.1	1633	ENSMUSG00000032741	Tpcn1	two pore channel 1
chr12	75735612	75735880	269	*	Promoter (<=1kb)	12	75714249	75735729	21481	2	81535	ENSMUST00000021450.5	0	ENSMUSG00000021054	Sgpp1	sphingosine-1-phosphate phosphatase 1
chr5	73233365	73233513	149	*	Intron (ENSMUST00000101127.11/72313, intron 1 of 62)	5	73119257	73256425	137169	2	72313	ENSMUST00000148433.7	22912	ENSMUSG00000070733	Fryl	FRY like transcription coactivator
chr4	32153513	32153636	124	*	Distal Intergenic	4	32238804	32586104	347301	1	12014	ENSMUST00000108180.8	-85168	ENSMUSG00000040270	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2
chr3	97680592	97680824	233	*	Distal Intergenic	3	97690509	97690562	54	2	102466229	ENSMUST00000184178.1	9738	ENSMUSG00000098381	Mir7225	microRNA 7225
chr18	85697948	85698086	139	*	Distal Intergenic	18	86394952	86506718	111767	1	246317	ENSMUST00000058829.3	-696866	ENSMUSG00000050321	Neto1	neuropilin (NRP) and tolloid (TLL)-like 1
chr15	58727163	58727272	110	*	Distal Intergenic	15	58648505	58665092	16588	1	631797	ENSMUST00000159177.1	78658	ENSMUSG00000037106	Fer1l6	fer-1 like family member 6
chr6	87184533	87184677	145	*	Intron (ENSMUST00000042025.11/69538, intron 16 of 17)	6	87104813	87111399	6587	1	52372	ENSMUST00000205257.1	79720	ENSMUSG00000090891	D6Ertd527e	DNA segment, Chr 6, ERATO Doi 527, expressed
chr14	14013071	14013303	233	*	Promoter (<=1kb)	14	14013144	14013894	751	1	246103	ENSMUST00000225164.1	0	ENSMUSG00000021738	Atxn7	ataxin 7
chr5	143036134	143036236	103	*	Intron (ENSMUST00000053498.12/108086, intron 13 of 16)	5	143081018	143087827	6810	2	108086	ENSMUST00000197217.1	51591	ENSMUSG00000045078	Rnf216	ring finger protein 216
chr2	118802673	118802849	177	*	Intron (ENSMUST00000063975.9/214240, intron 7 of 7)	2	118814003	118837696	23694	1	51944	ENSMUST00000134661.7	-11154	ENSMUSG00000027331	Knstrn	kinetochore-localized astrin/SPAG5 binding
chr1	87689758	87689914	157	*	Intron (ENSMUST00000169754.7/16331, intron 9 of 26)	1	87676239	87720502	44264	1	16331	ENSMUST00000170300.7	13519	ENSMUSG00000026288	Inpp5d	inositol polyphosphate-5-phosphatase D
chr3	10140979	10141179	201	*	Distal Intergenic	3	10179851	10183929	4079	2	18857	ENSMUST00000029034.8	42750	ENSMUSG00000052468	Pmp2	peripheral myelin protein 2
chr14	118088861	118088980	120	*	Distal Intergenic	14	118024776	118052244	27469	2	13190	ENSMUST00000228548.1	-36617	ENSMUSG00000022129	Dct	dopachrome tautomerase
chr2	152797717	152797800	84	*	Intron (ENSMUST00000007803.11/12048, intron 2 of 2)	2	152781411	152828535	47125	2	12048	ENSMUST00000173755.1	30735	ENSMUSG00000007659	Bcl2l1	BCL2-like 1
chr1	88482820	88483111	292	*	Distal Intergenic	1	88499871	88510066	10196	2	14659	ENSMUST00000067625.8	26955	ENSMUSG00000062310	Glrp1	glutamine repeat protein 1
chr17	3082302	3082397	96	*	Promoter (1-2kb)	17	3077738	3084040	6303	2	328734	ENSMUST00000184936.7	1643	NA	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2
chr9	92620241	92620350	110	*	Distal Intergenic	9	92595345	92601066	5722	1	26432	ENSMUST00000161906.1	24896	ENSMUSG00000032374	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2
chr9	35116633	35116814	182	*	Promoter (<=1kb)	9	35116728	35130922	14195	1	78934	ENSMUST00000093873.8	0	ENSMUSG00000070315	4930581F22Rik	RIKEN cDNA 4930581F22 gene
chr12	103393534	103393928	395	*	Promoter (<=1kb)	12	103392654	103406350	13697	1	68149	ENSMUST00000179684.2	880	ENSMUSG00000021203	Otub2	OTU domain, ubiquitin aldehyde binding 2
chr1	36368824	36368954	131	*	Promoter (<=1kb)	1	36367966	36369102	1137	2	226976	ENSMUST00000188957.1	148	ENSMUSG00000010453	Kansl3	KAT8 regulatory NSL complex subunit 3
chr15	38485553	38485698	146	*	Distal Intergenic	15	38490473	38490547	75	2	102465574	ENSMUST00000183910.1	4849	ENSMUSG00000099110	Mir6951	microRNA 6951
chr11	120355047	120355177	131	*	Distal Intergenic	11	120361534	120368168	6635	1	238021	ENSMUST00000026445.2	-6357	ENSMUSG00000025380	Fscn2	fascin actin-bundling protein 2
chr6	34517855	34518034	180	*	Distal Intergenic	6	34477142	34487848	10707	1	12183	ENSMUST00000149131.1	40713	ENSMUSG00000038871	Bpgm	2,3-bisphosphoglycerate mutase
chr11	94370832	94371003	172	*	Promoter (2-3kb)	11	94364210	94367923	3714	2	76408	ENSMUST00000155253.1	-2909	ENSMUSG00000020865	Abcc3	ATP-binding cassette, sub-family C member 3
chr7	127139351	127139433	83	*	Promoter (1-2kb)	7	127133702	127137823	4122	2	20737	ENSMUST00000049931.5	-1528	ENSMUSG00000051457	Spn	sialophorin
chr3	100425735	100425863	129	*	Promoter (<=1kb)	3	100426405	100428865	2461	1	73806	ENSMUST00000147951.1	-542	ENSMUSG00000086923	4930406D18Rik	RIKEN cDNA 4930406D18 gene
chr17	21678950	21679056	107	*	Distal Intergenic	17	21657582	21662540	4959	1	73229	ENSMUST00000039726.7	21368	ENSMUSG00000035868	Zfp983	zinc finger protein 983
chr5	109690604	109690990	387	*	5' UTR	5	109554713	109558993	4281	2	57914	ENSMUST00000044579.11	-131611	ENSMUSG00000033467	Crlf2	cytokine receptor-like factor 2
chr2	32151079	32151197	119	*	Promoter (<=1kb)	2	32151082	32234537	83456	1	227723	ENSMUST00000036691.13	0	ENSMUSG00000039262	Prrc2b	proline-rich coiled-coil 2B
chr9	64805942	64806205	264	*	Distal Intergenic	9	64811340	64919667	108328	1	102442	ENSMUST00000038890.5	-5135	ENSMUSG00000053641	Dennd4a	DENN domain containing 4A
chr6	41104154	41104252	99	*	Distal Intergenic	6	41030268	41035509	5242	2	67373	ENSMUST00000031931.5	-68645	ENSMUSG00000029882	Prss3b	serine protease 3B
chr8	88199734	88199827	94	*	Promoter (<=1kb)	8	88199214	88259722	60509	1	214627	ENSMUST00000118952.7	520	ENSMUSG00000036779	Tent4b	terminal nucleotidyltransferase 4B
chr2	102400863	102400960	98	*	Promoter (<=1kb)	2	102300119	102400900	100782	2	80985	ENSMUST00000102573.7	0	ENSMUSG00000027189	Trim44	tripartite motif-containing 44
chr1	75229178	75229517	340	*	Promoter (2-3kb)	1	75220256	75232090	11835	2	381272	ENSMUST00000180101.2	2573	ENSMUSG00000096094	A630095N17Rik	RIKEN cDNA A630095N17 gene
chr5	124446594	124446888	295	*	Promoter (<=1kb)	5	124446704	124457118	10415	1	67956	ENSMUST00000138766.7	0	ENSMUSG00000049327	Kmt5a	lysine methyltransferase 5A
chr16	42190242	42190440	199	*	Distal Intergenic	16	42144025	42174283	30259	1	268890	ENSMUST00000133853.2	46217	ENSMUSG00000061080	Lsamp	limbic system-associated membrane protein
chr10	45130122	45130237	116	*	Intron (ENSMUST00000099858.3/19072, intron 10 of 14)	10	45178098	45315114	137017	1	78977	ENSMUST00000175658.1	-47861	ENSMUSG00000019848	Popdc3	popeye domain containing 3
chr1	4873728	4873856	129	*	Intron (ENSMUST00000155020.1/18777, intron 8 of 9)	1	4858038	4897909	39872	1	21399	ENSMUST00000165720.2	15690	ENSMUSG00000033813	Tcea1	transcription elongation factor A (SII) 1
chr16	8867606	8867744	139	*	Distal Intergenic	16	8831321	8844131	12811	1	69053	ENSMUST00000229318.1	36285	ENSMUSG00000022507	Hapstr1	HUWE1 associated protein modifying stress responses
chr14	53362202	53362365	164	*	5' UTR	14	53032417	53039466	7050	2	102632039	ENSMUST00000199271.1	-322736	ENSMUSG00000104598	Gm30214	predicted gene, 30214
chr8	86742673	86742746	74	*	Promoter (2-3kb)	8	86745453	86748655	3203	1	666945	ENSMUST00000238340.1	-2707	NA	Gm10638	predicted gene 10638
chr1	153451370	153451496	127	*	Intron (ENSMUST00000042373.11/71836, intron 9 of 9)	1	153445363	153448993	3631	1	71836	ENSMUST00000137861.1	6007	ENSMUSG00000042708	Shcbp1l	Shc SH2-domain binding protein 1-like
chr8	83992634	83992767	134	*	Intron (ENSMUST00000005606.7/18747, intron 8 of 9)	8	83997672	84000386	2715	1	666704	ENSMUST00000095228.3	-4905	ENSMUSG00000079003	Samd1	sterile alpha motif domain containing 1
chr2	84504406	84504553	148	*	Promoter (2-3kb)	2	84500760	84506873	6114	2	672763	ENSMUST00000126679.7	2320	ENSMUSG00000087362	Gm13710	predicted gene 13710
chr9	96723846	96723945	100	*	Intron (ENSMUST00000152594.7/245007, intron 4 of 5)	9	96687398	96720300	32903	2	245007	ENSMUST00000140121.7	-3546	ENSMUSG00000040433	Zbtb38	zinc finger and BTB domain containing 38
chr11	80873200	80873333	134	*	Distal Intergenic	11	80858372	80867814	9443	1	75622	ENSMUST00000103222.3	14828	ENSMUSG00000053184	Spaca3	sperm acrosome associated 3
chr6	30303125	30303215	91	*	Promoter (1-2kb)	6	30214861	30304522	89662	2	22214	ENSMUST00000094543.2	1307	ENSMUSG00000039159	Ube2h	ubiquitin-conjugating enzyme E2H
chr14	25522521	25522833	313	*	Intron (ENSMUST00000161766.7/328365, intron 2 of 2)	14	25534439	25534523	85	1	100526533	ENSMUST00000175340.1	-11606	ENSMUSG00000093081	Mir3075	microRNA 3075
chr1	134521176	134521317	142	*	Intron (ENSMUST00000189357.1/ENSMUST00000189357.1, intron 2 of 2)	1	134540955	134546950	5996	2	71001	ENSMUST00000185836.1	25633	ENSMUSG00000046367	Mgat4e	MGAT4 family, member E
