seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr13	30001109	30001227	119	*	Distal Intergenic	13	29906575	29986063	79489	2	13557	ENSMUST00000102948.10	-15046	ENSMUSG00000016477	E2f3	E2F transcription factor 3
chr9	63737472	63737828	357	*	Intron (ENSMUST00000034973.9/17127, intron 1 of 8)	9	63667813	63743265	75453	2	17127	ENSMUST00000137065.1	5437	ENSMUSG00000032402	Smad3	SMAD family member 3
chr7	43402792	43403029	238	*	Distal Intergenic	7	43408204	43418358	10155	1	243958	ENSMUST00000005592.6	-5175	ENSMUSG00000030468	Siglecg	sialic acid binding Ig-like lectin G
chr3	55088515	55088651	137	*	Distal Intergenic	3	55112108	55137322	25215	1	229285	ENSMUST00000044116.13	-23457	ENSMUSG00000036580	Spart	spartin
chr13	49016472	49016566	95	*	Distal Intergenic	13	49037609	49060883	23275	2	75607	ENSMUST00000159196.7	44317	ENSMUSG00000037989	Wnk2	WNK lysine deficient protein kinase 2
chr11	108293972	108294116	145	*	Intron (ENSMUST00000059595.10/18750, intron 2 of 16)	11	108343354	108395905	52552	1	11818	ENSMUST00000133383.7	-49238	ENSMUSG00000000049	Apoh	apolipoprotein H
chr17	56668883	56669058	176	*	Distal Intergenic	17	56673294	56707879	34586	1	71810	ENSMUST00000232975.1	-4236	ENSMUSG00000002372	Ranbp3	RAN binding protein 3
chr2	60848582	60848822	241	*	Intron (ENSMUST00000028347.12/56878, intron 1 of 13)	2	60751953	60881438	129486	2	56878	ENSMUST00000164147.7	32616	ENSMUSG00000026970	Rbms1	RNA binding motif, single stranded interacting protein 1
chr13	94184869	94184977	109	*	Intron (ENSMUST00000054274.7/218454, intron 3 of 3)	13	94173992	94195409	21418	1	218454	ENSMUST00000121618.1	10877	ENSMUSG00000045312	Lhfpl2	lipoma HMGIC fusion partner-like 2
chr8	67639694	67639789	96	*	Distal Intergenic	8	67523854	67548627	24774	1	17962	ENSMUST00000070514.3	115840	ENSMUSG00000056426	Nat3	N-acetyltransferase 3
chr1	119964871	119964957	87	*	Intron (ENSMUST00000174370.7/226356, intron 6 of 23)	1	119923519	119995210	71692	2	226356	ENSMUST00000037840.11	30253	ENSMUSG00000036962	Cfap221	cilia and flagella associated protein 221
chr3	115793797	115794044	248	*	Distal Intergenic	3	115710433	115715072	4640	2	13609	ENSMUST00000055676.3	-78725	ENSMUSG00000045092	S1pr1	sphingosine-1-phosphate receptor 1
chr17	43751283	43751382	100	*	3' UTR	17	43731943	43751431	19489	1	56050	ENSMUST00000233165.1	19340	ENSMUSG00000023963	Cyp39a1	cytochrome P450, family 39, subfamily a, polypeptide 1
chr16	76818991	76819041	51	*	Distal Intergenic	16	76751793	76779092	27300	2	102632814	ENSMUST00000208256.1	-39899	ENSMUSG00000109333	Gm30790	predicted gene, 30790
chr13	20313483	20313653	171	*	Intron (ENSMUST00000072519.6/140580, intron 13 of 21)	13	20282917	20373131	90215	1	140580	ENSMUST00000221595.2	30566	ENSMUSG00000041112	Elmo1	engulfment and cell motility 1
chr11	60032670	60032869	200	*	Intron (ENSMUST00000102692.9/18618, intron 1 of 6)	11	59970827	60036906	66080	2	18618	ENSMUST00000136660.1	4037	ENSMUSG00000000301	Pemt	phosphatidylethanolamine N-methyltransferase
chr15	43614155	43614529	375	*	Distal Intergenic	15	43477241	43493632	16392	1	66736	ENSMUST00000228864.1	136914	ENSMUSG00000022337	Emc2	ER membrane protein complex subunit 2
chr18	75894210	75894294	85	*	Intron (ENSMUST00000058997.14/207259, intron 1 of 4)	18	75820215	76148561	328347	1	207259	ENSMUST00000236462.1	73995	ENSMUSG00000044646	Zbtb7c	zinc finger and BTB domain containing 7C
chr6	142776990	142777291	302	*	Distal Intergenic	6	142769966	142771334	1369	1	12764	ENSMUST00000146643.1	7024	ENSMUSG00000030282	Cmas	cytidine monophospho-N-acetylneuraminic acid synthetase
chr1	88260719	88260850	132	*	Promoter (2-3kb)	1	88257758	88260169	2412	1	100040766	ENSMUST00000135948.1	2961	ENSMUSG00000079429	Mroh2a	maestro heat-like repeat family member 2A
chr4	124766698	124766860	163	*	Promoter (2-3kb)	4	124769222	124782414	13193	1	16330	ENSMUST00000145359.7	-2362	ENSMUSG00000028894	Inpp5b	inositol polyphosphate-5-phosphatase B
chr1	16079184	16079291	108	*	Promoter (1-2kb)	1	16065979	16081212	15234	2	75799	ENSMUST00000115367.7	1921	ENSMUSG00000067795	4930444P10Rik	RIKEN cDNA 4930444P10 gene
chr18	11931648	11932010	363	*	Intron (ENSMUST00000171109.8/63955, intron 7 of 9)	18	11844300	11945630	101331	1	63955	ENSMUST00000225430.1	87348	ENSMUSG00000040957	Cables1	CDK5 and Abl enzyme substrate 1
chr15	100182673	100182793	121	*	Intron (ENSMUST00000100203.9/239667, intron 21 of 37)	15	100198940	100200091	1152	1	239667	ENSMUST00000230619.1	-16147	ENSMUSG00000023026	Dip2b	disco interacting protein 2 homolog B
chr10	117919286	117919460	175	*	Distal Intergenic	10	117925459	117948292	22834	1	71067	ENSMUST00000217950.1	-5999	ENSMUSG00000112500	4933411E08Rik	RIKEN cDNA 4933411E08 gene
chr12	105181142	105181527	386	*	3' UTR	12	105176344	105181145	4802	1	27382	ENSMUST00000000717.8	4798	ENSMUSG00000000701	Tcl1b5	T cell leukemia/lymphoma 1B, 5
chr2	106694484	106694579	96	*	Promoter (<=1kb)	2	106695220	106744772	49553	1	77015	ENSMUST00000144155.7	-641	ENSMUSG00000016386	Mpped2	metallophosphoesterase domain containing 2
chr6	80018836	80018994	159	*	Promoter (<=1kb)	6	80018877	80810143	791267	1	243499	ENSMUST00000147663.7	0	ENSMUSG00000052581	Lrrtm4	leucine rich repeat transmembrane neuronal 4
chr1	97781766	97781996	231	*	Intron (ENSMUST00000112844.9/252876, intron 3 of 7)	1	97777399	97785063	7665	1	252876	ENSMUST00000189031.1	4367	ENSMUSG00000026333	Gin1	gypsy retrotransposon integrase 1
chr17	87796106	87796281	176	*	Promoter (1-2kb)	17	87745801	87797994	52194	2	210741	ENSMUST00000055221.8	1713	ENSMUSG00000050138	Kcnk12	potassium channel, subfamily K, member 12
chr14	76052149	76052236	88	*	Distal Intergenic	14	75896937	76010865	113929	2	68705	ENSMUST00000088922.4	-41284	ENSMUSG00000067995	Gtf2f2	general transcription factor IIF, polypeptide 2
chr4	10804877	10804968	92	*	Distal Intergenic	4	10508031	10797811	289781	2	73624	ENSMUST00000146783.7	-7066	ENSMUSG00000086080	1700123O12Rik	RIKEN cDNA 1700123O12 gene
chr18	78601306	78601487	182	*	Distal Intergenic	18	78146148	78596942	450795	2	27411	ENSMUST00000237674.1	-4364	ENSMUSG00000024552	Slc14a2	solute carrier family 14 (urea transporter), member 2
chr10	17590238	17590483	246	*	Intron (ENSMUST00000219966.1/ENSMUST00000219966.1, intron 1 of 2)	10	17723218	17725674	2457	1	17684	ENSMUST00000038107.8	-132735	ENSMUSG00000039910	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
chr5	114681001	114681197	197	*	Intron (ENSMUST00000012028.13/56356, intron 1 of 4)	5	114670228	114690908	20681	2	56356	ENSMUST00000112212.1	9711	ENSMUSG00000011884	Gltp	glycolipid transfer protein
chr2	140819418	140819681	264	*	Intron (ENSMUST00000110067.7/72899, intron 3 of 16)	2	140658198	140671469	13272	2	71436	ENSMUST00000110057.2	-147949	ENSMUSG00000051379	Flrt3	fibronectin leucine rich transmembrane protein 3
chr12	114285183	114285373	191	*	Distal Intergenic	12	114469407	114469466	60	2	102465663	ENSMUST00000199671.1	184093	ENSMUSG00000119742	Mir7094-1	microRNA 7094-1
chr1	91436681	91436806	126	*	Intron (ENSMUST00000069620.9/18627, intron 9 of 22)	1	91447722	91449865	2144	2	18627	ENSMUST00000185298.1	13059	ENSMUSG00000055866	Per2	period circadian clock 2
chr7	126284895	126285147	253	*	Intron (ENSMUST00000239081.1/104175, intron 1 of 3)	7	126273400	126289931	16532	1	104175	ENSMUST00000206424.1	11495	ENSMUSG00000042978	Sbk1	SH3-binding kinase 1
chr16	12020268	12020755	488	*	Intron (ENSMUST00000232469.1/72555, intron 2 of 2)	16	11984720	11995396	10677	1	72555	ENSMUST00000229804.1	35548	ENSMUSG00000022494	Shisa9	shisa family member 9
chr4	133095297	133095420	124	*	Distal Intergenic	4	133066249	133072063	5815	1	230793	ENSMUST00000148518.1	29048	ENSMUSG00000037692	Ahdc1	AT hook, DNA binding motif, containing 1
chr8	31859289	31859614	326	*	Intron (ENSMUST00000207470.2/211323, intron 5 of 12)	8	31826288	31849375	23088	2	211323	ENSMUST00000208355.1	-9914	ENSMUSG00000062991	Nrg1	neuregulin 1
chr2	16914602	16914945	344	*	Distal Intergenic	2	16638696	16751690	112995	1	67448	ENSMUST00000126173.1	275906	ENSMUSG00000026748	Plxdc2	plexin domain containing 2
chr5	13399919	13400021	103	*	Promoter (<=1kb)	5	13399577	13496401	96825	1	20346	ENSMUST00000200073.1	342	ENSMUSG00000028883	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
chr7	68107267	68107353	87	*	Intron (ENSMUST00000005671.9/16001, intron 2 of 20)	7	68148590	68187969	39380	1	16001	ENSMUST00000207621.1	-41237	ENSMUSG00000005533	Igf1r	insulin-like growth factor I receptor
chr16	55720495	55720775	281	*	Distal Intergenic	16	55811375	55822138	10764	2	80859	ENSMUST00000114458.7	101363	ENSMUSG00000035356	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta
chr1	148903171	148903444	274	*	Distal Intergenic	1	149886184	149902199	16016	2	18783	ENSMUST00000155438.1	998755	ENSMUSG00000056220	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
chr3	81149207	81149485	279	*	Intron (ENSMUST00000029652.3/54635, intron 2 of 5)	3	81037424	81210770	173347	1	54635	ENSMUST00000143721.1	111783	ENSMUSG00000028019	Pdgfc	platelet-derived growth factor, C polypeptide
chr10	68159798	68160059	262	*	Intron (ENSMUST00000219238.1/71371, intron 4 of 9)	10	68096454	68136626	40173	2	71371	ENSMUST00000218532.1	-23172	ENSMUSG00000019947	Arid5b	AT-rich interaction domain 5B
chr11	53820857	53821096	240	*	Intron (ENSMUST00000135815.7/622459, intron 2 of 4)	11	53783418	53795875	12458	2	622459	ENSMUST00000153206.7	-24982	ENSMUSG00000081769	Gm12216	predicted gene 12216
chr11	72415246	72415514	269	*	Distal Intergenic	11	72390114	72411713	21600	2	276829	ENSMUST00000050226.6	-3533	ENSMUSG00000045667	Smtnl2	smoothelin-like 2
chr5	64149559	64150126	568	*	Distal Intergenic	5	64156305	64173517	17213	1	57915	ENSMUST00000199270.4	-6179	ENSMUSG00000029174	Tbc1d1	TBC1 domain family, member 1
chr6	58933343	58933441	99	*	3' UTR	6	58907262	58916823	9562	1	73998	ENSMUST00000131132.1	26081	ENSMUSG00000029804	Herc3	hect domain and RLD 3
chr4	72565320	72565480	161	*	Distal Intergenic	4	72850583	72852632	2050	2	353204	ENSMUST00000179234.1	287152	ENSMUSG00000059343	Aldoart1	aldolase 1 A, retrogene 1
chr12	41483632	41483809	178	*	Promoter (2-3kb)	12	41451668	41486431	34764	2	16981	ENSMUST00000043884.5	2622	ENSMUSG00000036295	Lrrn3	leucine rich repeat protein 3, neuronal
chr7	82204491	82204729	239	*	Intron (ENSMUST00000179318.7/20408, intron 1 of 8)	7	82175156	82284158	109003	1	20408	ENSMUST00000180243.7	29335	ENSMUSG00000030638	Sh3gl3	SH3-domain GRB2-like 3
chr9	118400701	118400835	135	*	Distal Intergenic	9	118429836	118437048	7213	1	71196	ENSMUST00000213675.1	-29001	ENSMUSG00000111843	4933432G23Rik	RIKEN cDNA 4933432G23 gene
chr14	22754745	22754961	217	*	Intron (ENSMUST00000075639.10/76633, intron 5 of 6)	14	22596513	22599268	2756	1	76633	ENSMUST00000226003.1	158232	ENSMUSG00000063458	Lrmda	leucine rich melanocyte differentiation associated
chr19	57349002	57349467	466	*	Intron (ENSMUST00000235159.1/320879, intron 1 of 2)	19	57360680	57389586	28907	1	226252	ENSMUST00000036407.5	-11213	ENSMUSG00000033478	Fhip2a	FHF complex subunit HOOK interacting protein 2A
chr4	83973253	83973474	222	*	Distal Intergenic	4	84042039	84044879	2841	2	78238	ENSMUST00000125884.1	71405	ENSMUSG00000085217	6030471H07Rik	RIKEN cDNA 6030471H07 gene
chr1	21618661	21619051	391	*	Intron (ENSMUST00000029667.12/226922, intron 1 of 13)	1	21383556	21386373	2818	1	98582	ENSMUST00000147615.1	235105	ENSMUSG00000085079	Khdc1b	KH domain containing 1B
chr15	10683927	10684123	197	*	Intron (ENSMUST00000090339.10/75646, intron 2 of 17)	15	10568969	10713540	144572	2	75646	ENSMUST00000090339.10	29417	ENSMUSG00000022246	Rai14	retinoic acid induced 14
chr2	133803241	133803358	118	*	Distal Intergenic	2	133564708	133564794	87	1	100526500	ENSMUST00000175597.1	238533	ENSMUSG00000093338	Mir3090	microRNA 3090
chr10	39292022	39292108	87	*	Intron (ENSMUST00000215530.1/ENSMUST00000215530.1, intron 3 of 3)	10	39368855	39515668	146814	1	14360	ENSMUST00000148152.7	-76747	ENSMUSG00000019843	Fyn	Fyn proto-oncogene
chr8	78204354	78204468	115	*	Distal Intergenic	8	78213297	78220975	7679	1	73301	ENSMUST00000117845.7	-8829	ENSMUSG00000037101	Ttc29	tetratricopeptide repeat domain 29
chr14	63132370	63132460	91	*	Intron (ENSMUST00000006235.8/13030, intron 1 of 9)	14	63135518	63141863	6346	1	13030	ENSMUST00000225540.1	-3058	ENSMUSG00000021939	Ctsb	cathepsin B
chr2	127205090	127205176	87	*	Intron (ENSMUST00000056146.1/329509, intron 1 of 1)	2	127202567	127208254	5688	2	329509	ENSMUST00000150956.1	3078	ENSMUSG00000044145	1810024B03Rik	RIKEN cDNA 1810024B03 gene
chr15	27338754	27338852	99	*	Distal Intergenic	15	27466677	27594909	128233	1	11732	ENSMUST00000022875.6	-127825	ENSMUSG00000022265	Ank	progressive ankylosis
chr7	96703881	96704280	400	*	Exon (ENSMUST00000107162.7/23966, exon 10 of 33)	7	96644172	96732280	88109	1	23966	ENSMUST00000131541.1	59709	ENSMUSG00000048078	Tenm4	teneurin transmembrane protein 4
chr9	85316212	85316433	222	*	Distal Intergenic	9	85320439	85327124	6686	2	212943	ENSMUST00000034802.14	10691	ENSMUSG00000032265	Tent5a	terminal nucleotidyltransferase 5A
chr3	78619020	78619144	125	*	Distal Intergenic	3	79062516	79144977	82462	2	76089	ENSMUST00000118100.7	525833	ENSMUSG00000062232	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2
chr17	3690960	3691127	168	*	Intron (ENSMUST00000115800.1/224480, intron 4 of 12)	17	3635240	3696261	61022	2	224480	ENSMUST00000115800.1	5134	ENSMUSG00000023802	Nox3	NADPH oxidase 3
chr1	85342399	85342487	89	*	Exon (ENSMUST00000161923.1/ENSMUST00000161923.1, exon 2 of 2)	1	85246670	85270566	23897	2	620078	ENSMUST00000064341.8	-71833	ENSMUSG00000052477	Sp140l2	Sp140 nuclear body protein like 2
chr5	90479039	90479130	92	*	Distal Intergenic	5	90490737	90508907	18171	1	11576	ENSMUST00000042755.6	-11607	ENSMUSG00000054932	Afp	alpha fetoprotein
chr14	51757422	51757535	114	*	Distal Intergenic	14	51763878	51773590	9713	2	219033	ENSMUST00000073860.5	16055	ENSMUSG00000060615	Ang4	angiogenin, ribonuclease A family, member 4
chr10	24830581	24830711	131	*	Promoter (1-2kb)	10	24808151	24831806	23656	2	209558	ENSMUST00000217903.1	1095	ENSMUSG00000019989	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3
chr6	88306457	88306571	115	*	Intron (ENSMUST00000165242.3/65967, intron 4 of 6)	6	88222268	88223257	990	1	56691	ENSMUST00000061866.5	84189	ENSMUSG00000048206	Dnajb8	DnaJ heat shock protein family (Hsp40) member B8
chr1	186834081	186834284	204	*	Distal Intergenic	1	186720978	186749358	28381	2	67223	ENSMUST00000001339.5	-84723	ENSMUSG00000001305	Rrp15	ribosomal RNA processing 15 homolog
chr11	8558509	8558645	137	*	Intron (ENSMUST00000239091.1/319939, intron 4 of 30)	11	8537539	8545351	7813	2	319939	ENSMUST00000131941.1	-13158	ENSMUSG00000020422	Tns3	tensin 3
chr7	141046943	141047388	446	*	Distal Intergenic	7	141061104	141072400	11297	1	330671	ENSMUST00000048002.6	-13716	ENSMUSG00000055629	B4galnt4	beta-1,4-N-acetyl-galactosaminyl transferase 4
chr5	28211054	28211147	94	*	Promoter (<=1kb)	5	28209245	28210363	1119	2	269637	ENSMUST00000141196.1	-691	ENSMUSG00000044681	Cnpy1	canopy FGF signaling regulator 1
chrX	136666439	136666558	120	*	Promoter (<=1kb)	20	136666403	136668374	1972	1	594844	ENSMUST00000113100.1	36	ENSMUSG00000044550	Tceal3	transcription elongation factor A (SII)-like 3
chr10	60148248	60148398	151	*	Distal Intergenic	10	60126776	60126833	58	1	102465546	ENSMUST00000198998.1	21472	ENSMUSG00000105468	Mir6906	microRNA 6906
chr16	5418930	5419064	135	*	Intron (ENSMUST00000229837.1/ENSMUST00000229837.1, intron 1 of 2)	16	5244152	5255983	11832	2	70511	ENSMUST00000064635.11	-162947	ENSMUSG00000022544	Eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase
chr4	56304446	56304554	109	*	Distal Intergenic	4	56740005	56741443	1439	2	11471	ENSMUST00000095080.4	436889	ENSMUSG00000070980	Actl7b	actin-like 7b
chr9	6089933	6090118	186	*	Distal Intergenic	9	6168584	6378845	210262	1	71785	ENSMUST00000058692.8	-78466	ENSMUSG00000032006	Pdgfd	platelet-derived growth factor, D polypeptide
chr10	75503864	75503956	93	*	Intron (ENSMUST00000145890.7/68778, intron 5 of 8)	10	75508832	75511264	2433	2	68778	ENSMUST00000129307.1	7308	ENSMUSG00000033416	Gucd1	guanylyl cyclase domain containing 1
chr4	141330109	141330276	168	*	Distal Intergenic	4	141316913	141320901	3989	1	13836	ENSMUST00000149002.1	13196	ENSMUSG00000006445	Epha2	Eph receptor A2
chr15	27871674	27871993	320	*	Intron (ENSMUST00000090247.6/223435, intron 10 of 56)	15	27746900	27841741	94842	2	223435	ENSMUST00000226644.1	-29933	ENSMUSG00000022263	Trio	triple functional domain (PTPRF interacting)
chr14	22308264	22308384	121	*	Promoter (1-2kb)	14	22310165	22584439	274275	1	76633	ENSMUST00000159107.1	-1781	ENSMUSG00000063458	Lrmda	leucine rich melanocyte differentiation associated
chr19	57396665	57396874	210	*	Distal Intergenic	19	57361030	57389586	28557	1	226252	ENSMUST00000237170.1	35635	ENSMUSG00000033478	Fhip2a	FHF complex subunit HOOK interacting protein 2A
chr6	29024069	29024399	331	*	Promoter (1-2kb)	6	29022619	29022691	73	1	387237	ENSMUST00000083535.1	1450	ENSMUSG00000065469	Mir129-1	microRNA 129-1
chr4	145322302	145322400	99	*	Distal Intergenic	4	145267139	145315164	48026	2	21941	ENSMUST00000123027.1	-7138	ENSMUSG00000028602	Tnfrsf8	tumor necrosis factor receptor superfamily, member 8
chr1	14577025	14577208	184	*	Distal Intergenic	1	14753746	14755353	1608	2	17681	ENSMUST00000190719.1	178145	ENSMUSG00000025930	Msc	musculin
chr18	24673367	24673536	170	*	Intron (ENSMUST00000068006.8/68591, intron 5 of 14)	18	24653878	24689908	36031	1	68591	ENSMUST00000234253.1	19489	ENSMUSG00000039616	Mocos	molybdenum cofactor sulfurase
chr10	67690049	67690291	243	*	Distal Intergenic	10	67569216	67571959	2744	2	105245193	ENSMUST00000219796.1	-118090	NA	4930563J15Rik	RIKEN cDNA 4930563J15 gene
chr10	53608376	53608555	180	*	3' UTR	10	53608249	53612952	4704	2	71567	ENSMUST00000219841.2	4397	ENSMUSG00000058298	Mcm9	minichromosome maintenance 9 homologous recombination repair factor
chr7	134808528	134808648	121	*	Intron (ENSMUST00000211570.1/330662, intron 23 of 26)	7	134777455	134783183	5729	1	330662	ENSMUST00000210121.1	31073	ENSMUSG00000058325	Dock1	dedicator of cytokinesis 1
chr16	52438367	52438456	90	*	Intron (ENSMUST00000023312.13/11658, intron 1 of 15)	16	52251467	52452465	200999	2	11658	ENSMUST00000170035.7	14009	ENSMUSG00000022636	Alcam	activated leukocyte cell adhesion molecule
chr3	51348789	51349142	354	*	Distal Intergenic	3	51252720	51340663	87944	2	69257	ENSMUST00000194641.5	-8126	ENSMUSG00000037174	Elf2	E74-like factor 2
chr19	10930762	10930933	172	*	Distal Intergenic	19	10937160	10942511	5352	1	14764	ENSMUST00000037261.3	-6227	ENSMUSG00000034117	Ptgdr2	prostaglandin D2 receptor 2
chr12	16740199	16740291	93	*	Promoter (<=1kb)	12	16690531	16740254	49724	2	268527	ENSMUST00000161036.7	0	ENSMUSG00000036523	Greb1	gene regulated by estrogen in breast cancer protein
chr11	67480690	67480968	279	*	Intron (ENSMUST00000108681.7/14457, intron 1 of 13)	11	67455724	67665449	209726	1	14457	ENSMUST00000136796.7	24966	ENSMUSG00000033066	Gas7	growth arrest specific 7
chr7	19753686	19753801	116	*	Distal Intergenic	7	19756557	19756951	395	2	57278	ENSMUST00000135632.1	3150	ENSMUSG00000002980	Bcam	basal cell adhesion molecule
chr8	113986105	113986240	136	*	Distal Intergenic	8	113764525	113848738	84214	2	208936	ENSMUST00000213061.1	-137367	ENSMUSG00000053399	Adamts18	ADAM metallopeptidase with thrombospondin type 1 motif 18
chr15	27232792	27233114	323	*	Distal Intergenic	15	27466677	27594909	128233	1	11732	ENSMUST00000022875.6	-233563	ENSMUSG00000022265	Ank	progressive ankylosis
chr3	53657483	53657568	86	*	Promoter (<=1kb)	3	53513938	53657355	143418	2	242022	ENSMUST00000091137.5	-128	ENSMUSG00000037016	Frem2	Fras1 related extracellular matrix protein 2
chr5	132896241	132896377	137	*	Distal Intergenic	5	131437333	132543344	1106012	2	319974	ENSMUST00000161226.8	-352897	ENSMUSG00000029673	Auts2	autism susceptibility candidate 2
chr1	153803630	153803828	199	*	Intron (ENSMUST00000141249.7/240816, intron 4 of 11)	1	153779381	153808164	28784	2	240816	ENSMUST00000141249.7	4336	ENSMUSG00000042641	Rgsl1	regulator of G-protein signaling like 1
chr10	18176637	18177078	442	*	Intron (ENSMUST00000207827.1/100045792, intron 2 of 19)	10	18129022	18201353	72332	2	100045792	ENSMUST00000207827.1	24275	ENSMUSG00000071392	Ect2l	epithelial cell transforming sequence 2 oncogene-like
chr3	69722580	69722756	177	*	Promoter (<=1kb)	3	69722255	69726409	4155	1	97112	ENSMUST00000143249.1	325	ENSMUSG00000027787	Nmd3	NMD3 ribosome export adaptor
chr1	63408441	63408554	114	*	Distal Intergenic	1	63445891	63573217	127327	1	23792	ENSMUST00000182642.7	-37337	ENSMUSG00000025964	Adam23	a disintegrin and metallopeptidase domain 23
chr3	123602729	123602818	90	*	Intron (ENSMUST00000137404.7/83398, intron 5 of 13)	3	123528559	123619450	90892	2	83398	ENSMUST00000124803.7	16632	ENSMUSG00000027977	Ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3
chr3	28775438	28775713	276	*	Intron (ENSMUST00000167704.1/ENSMUST00000167704.1, intron 1 of 2)	3	28781276	28798846	17571	1	208691	ENSMUST00000060500.8	-5563	ENSMUSG00000050192	Eif5a2	eukaryotic translation initiation factor 5A2
chr13	74260355	74260628	274	*	Promoter (<=1kb)	13	74223029	74260672	37644	2	11624	ENSMUST00000137538.7	44	ENSMUSG00000021575	Ahrr	aryl-hydrocarbon receptor repressor
chr1	172304545	172304828	284	*	Intron (ENSMUST00000139528.7/140559, intron 3 of 8)	1	172284309	172298064	13756	2	98660	ENSMUST00000137679.2	-6481	ENSMUSG00000007097	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide
chr17	47813920	47814027	108	*	Distal Intergenic	17	47816039	47833169	17131	2	17240	ENSMUST00000131971.1	19142	ENSMUSG00000032717	Mdfi	MyoD family inhibitor
chr18	20749152	20749254	103	*	Promoter (2-3kb)	18	20684599	20746404	61806	2	56386	ENSMUST00000070080.5	-2748	ENSMUSG00000056124	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6
chr1	144018457	144018923	467	*	Distal Intergenic	1	143999338	144004161	4824	2	19735	ENSMUST00000127206.7	-14296	ENSMUSG00000026360	Rgs2	regulator of G-protein signaling 2
chr3	19311825	19311909	85	*	Promoter (<=1kb)	3	19223108	19311322	88215	2	18583	ENSMUST00000099195.9	-503	ENSMUSG00000069094	Pde7a	phosphodiesterase 7A
chr8	64764038	64764327	290	*	Exon (ENSMUST00000034017.8/77113, exon 6 of 15)	8	64718139	64733792	15654	2	66234	ENSMUST00000034015.10	-30246	ENSMUSG00000031604	Msmo1	methylsterol monoxygenase 1
chr5	24860299	24860364	66	*	Distal Intergenic	5	24863776	24871753	7978	2	108099	ENSMUST00000135525.1	11389	ENSMUSG00000028944	Prkag2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit
chr6	120102109	120102278	170	*	Intron (ENSMUST00000112711.8/29862, intron 1 of 3)	6	120093350	120200339	106990	1	29862	ENSMUST00000112711.8	8759	ENSMUSG00000041377	Ninj2	ninjurin 2
chr4	88537414	88537770	357	*	Distal Intergenic	4	88522025	88522774	750	2	15977	ENSMUST00000055671.4	-14640	ENSMUSG00000048806	Ifnb1	interferon beta 1, fibroblast
chr16	89675107	89675854	748	*	Distal Intergenic	16	89570176	89571183	1008	2	16693	ENSMUST00000171542.1	-103924	ENSMUSG00000091212	Krtap11-1	keratin associated protein 11-1
chr14	66208411	66208535	125	*	Intron (ENSMUST00000022622.13/19229, intron 2 of 30)	14	66153258	66213552	60295	2	19229	ENSMUST00000178730.7	5017	ENSMUSG00000059456	Ptk2b	PTK2 protein tyrosine kinase 2 beta
chr9	80253326	80253447	122	*	Intron (ENSMUST00000035889.14/17920, intron 10 of 32)	9	80262047	80266671	4625	1	17920	ENSMUST00000130496.1	-8600	ENSMUSG00000033577	Myo6	myosin VI
chr7	89115716	89115978	263	*	Distal Intergenic	7	89141856	89154300	12445	2	72759	ENSMUST00000156153.1	38322	ENSMUSG00000039428	Tmem135	transmembrane protein 135
chr2	79857020	79857100	81	*	Intron (ENSMUST00000102655.9/18573, intron 13 of 14)	2	79859025	79908399	49375	2	18573	ENSMUST00000090756.10	51299	ENSMUSG00000059173	Pde1a	phosphodiesterase 1A, calmodulin-dependent
chr14	59759965	59760054	90	*	Intron (ENSMUST00000080368.12/50769, intron 32 of 35)	14	59627189	59629677	2489	1	219134	ENSMUST00000224155.1	132776	ENSMUSG00000044461	Shisa2	shisa family member 2
chr13	91458046	91458190	145	*	Promoter (2-3kb)	13	91460283	91688866	228584	1	66970	ENSMUST00000156547.7	-2093	ENSMUSG00000003992	Ssbp2	single-stranded DNA binding protein 2
chr3	53988906	53988995	90	*	Distal Intergenic	3	53853376	53863830	10455	2	67890	ENSMUST00000146598.7	-125076	ENSMUSG00000027746	Ufm1	ubiquitin-fold modifier 1
chr12	34195563	34195750	188	*	Intron (ENSMUST00000209902.1/79221, intron 20 of 24)	12	33957671	33959829	2159	1	22160	ENSMUST00000049089.6	237892	ENSMUSG00000035799	Twist1	twist basic helix-loop-helix transcription factor 1
chr12	36046288	36046581	294	*	Distal Intergenic	12	36021801	36042500	20700	2	66109	ENSMUST00000220641.1	-3788	ENSMUSG00000020577	Tspan13	tetraspanin 13
